MSW93_Order	MSW93_Family	MSW93_Genus	MSW93_Species	MSW93_Binomial	1-1_ActivityCycle	5-1_AdultBodyMass_g	8-1_AdultForearmLen_mm	13-1_AdultHeadBodyLen_mm	2-1_AgeatEyeOpening_d	3-1_AgeatFirstBirth_d	18-1_BasalMetRate_mLO2hr	5-2_BasalMetRateMass_g	6-1_DietBreadth	7-1_DispersalAge_d	9-1_GestationLen_d	12-1_HabitatBreadth	22-1_HomeRange_km2	22-2_HomeRange_Indiv_km2	14-1_InterBirthInterval_d	15-1_LitterSize	16-1_LittersPerYear	17-1_MaxLongevity_m	5-3_NeonateBodyMass_g	13-2_NeonateHeadBodyLen_mm	21-1_PopulationDensity_n/km2	10-1_PopulationGrpSize	23-1_SexualMaturityAge_d	10-2_SocialGrpSize	24-1_TeatNumber	12-2_Terrestriality	6-2_TrophicLevel	25-1_WeaningAge_d	5-4_WeaningBodyMass_g	13-3_WeaningHeadBodyLen_mm	References	5-5_AdultBodyMass_g_EXT	16-2_LittersPerYear_EXT	5-6_NeonateBodyMass_g_EXT	5-7_WeaningBodyMass_g_EXT	26-1_GR_Area_km2	26-2_GR_MaxLat_dd	26-3_GR_MinLat_dd	26-4_GR_MRLat_dd	26-5_GR_MaxLong_dd	26-6_GR_MinLong_dd	26-7_GR_MRLong_dd	27-1_HuPopDen_Min_n/km2	27-2_HuPopDen_Mean_n/km2	27-3_HuPopDen_5p_n/km2	27-4_HuPopDen_Change	28-1_Precip_Mean_mm	28-2_Temp_Mean_01degC	30-1_AET_Mean_mm	30-2_PET_Mean_mm
Chiroptera	Emballonuridae	Saccopteryx	bilineata	Saccopteryx bilineata	1	8.08	45.99	-999	-999	365	14.97	8.05	1	-999	-999	1	-999	-999	-999	0.98	1	-999	3.5	-999	-999	-999	-999	-999	-999	2	3	60	5.68	-999	196;425;426;429;889;890;1079;1297;1388;1645;1658;1676;1822;1948;2143;2151;2295;2622;2655;2719;2751;2752;3023;3043	-999	-999	-999	-999	12018838	23.55	-22.53	0.5	-34.79	-105.7	-70.24	0	26.37	0	0.11	153.44	241.8	1296.3	1557.92
Chiroptera	Emballonuridae	Saccopteryx	canescens	Saccopteryx canescens	1	3.42	37.99	-999	-999	-999	-999	-999	1	-999	-999	1	-999	-999	-999	1	-999	-999	-999	-999	-999	12	-999	-999	-999	2	3	-999	-999	-999	196;889;890;1297;1645;1658;2151;2622;2655;2719	-999	-999	-999	-999	5307720	12.46	-12.31	0.07	-44.46	-76.56	-60.51	0	11.45	0	0.11	175.88	252.22	1465.58	1622.76
Chiroptera	Emballonuridae	Saccopteryx	gymnura	Saccopteryx gymnura	1	-999	34	-999	-999	-999	-999	-999	1	-999	-999	1	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	2	3	-999	-999	-999	889;890;1658;2151	6.23	-999	-999	-999	170607	-0.31	-3.69	-2	-50.98	-56.87	-53.93	1	2.95	1	0.14	162.68	255.02	1372.34	1629.81
Chiroptera	Emballonuridae	Saccopteryx	leptura	Saccopteryx leptura	1	4.89	39.99	-999	-999	547.5	9.49	4.2	1	-999	127.35	1	-999	-999	-999	0.98	2	-999	-999	-999	-999	-999	-999	-999	-999	2	3	32.05	-999	-999	196;425;426;429;889;890;1297;1658;1948;2151;2537;2655;2719;3023	-999	-999	-999	-999	10599499	16.5	-20.1	-1.79	-34.79	-93.84	-64.31	0	20.97	0	0.12	160.77	245.27	1328.5	1572.3
Rodentia	Muridae	Saccostomus	campestris	Saccostomus campestris	-999	50.3	-999	117.49	21	96	51.49	61.3	3	-999	20.84	-999	-999	-999	51.8	6.7	-999	33.6	2.59	-999	22	-999	44.75	-999	-999	-999	2	27.9	-999	-999	543;730;897;1244;1297;1584;1798;1822;2390;2655	-999	3.02	-999	-999	4378643	-4.52	-34.83	-19.68	35.92	12.74	24.33	0	17.11	0	0.14	61.49	206.56	689.09	1396.84
Rodentia	Muridae	Saccostomus	mearnsi	Saccostomus mearnsi	-999	64.9	-999	-999	-999	-999	-999	-999	3	-999	-999	-999	1.31E-03	1.15E-03	-999	5.75	-999	-999	-999	-999	3560	-999	-999	-999	-999	-999	2	-999	-999	-999	1297;1586;2655	-999	-999	-999	-999	497930	7.01	-4.51	1.24	42.79	34.16	38.48	1	46.97	1	0.1	55.95	238.94	851.3	1552.88
Primates	Callitrichidae	Saguinus	bicolor	Saguinus bicolor	3	465	-999	240	-999	-999	-999	-999	4	-999	158.27	1	-999	-999	-999	2	-999	-999	-999	-999	-999	-999	-999	6.7	-999	2	2	-999	-999	-999	890;899;905;1297;1544;1547;2151;2344;2655;2663;2986	-999	-999	-999	-999	65253	-0.29	-3.18	-1.74	-55.97	-60.83	-58.4	0	10.73	0	0.11	129.99	262.18	1446.91	1659.31
Primates	Callitrichidae	Saguinus	fuscicollis	Saguinus fuscicollis	3	394	-999	-999	-999	850.45	-999	-999	5	-999	147.99	1	0.21	0.23	293.5	1.85	-999	294	39.3	-999	19.5	-999	362.48	6	-999	2	2	89.52	-999	-999	203;208;543;730;890;905;1125;1297;1544;1547;2151;2251;2344;2493;2520;2654;2655;2660;2663;2986	-999	1.24	-999	-999	1978748	3.18	-13.75	-5.28	-60.79	-78.01	-69.4	0	2.65	0	0.16	196.8	254.49	1450.05	1535.38
Primates	Callitrichidae	Saguinus	geoffroyi	Saguinus geoffroyi	3	493	-999	-999	-999	-999	234	225	4	-999	-999	1	0.17	-999	240.9	2	-999	-999	48	-999	5.13	-999	-999	6.9	-999	2	2	-999	-999	-999	890;1544;1547;1822;2151;2344;2493;2655;2660;2663;2986	-999	1.38	-999	-999	76159	9.63	4.12	6.88	-76.7	-83.08	-79.89	2	26.56	3	0.11	279.43	259.25	1563.39	1738.35
Primates	Callitrichidae	Saguinus	imperator	Saguinus imperator	3	410	-999	-999	-999	-999	-999	-999	2	-999	-999	1	0.22	0.2	-999	-999	-999	242.4	46.7	-999	18.4	-999	-999	5	-999	2	2	-999	-999	-999	543;730;890;905;1125;1544;1547;2151;2251;2344;2520;2655;2660;2663	-999	-999	-999	-999	191382	-6.83	-11.63	-9.23	-67.77	-73.84	-70.81	0	1.22	0	0.07	212.79	249.4	1499.06	1570.9
Primates	Callitrichidae	Saguinus	inustus	Saguinus inustus	3	803	-999	-999	-999	-999	-999	-999	-999	-999	-999	1	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	2	-999	-999	-999	-999	1544;1547;2151;2655;2663	-999	-999	-999	-999	266933	3.86	-2.56	0.64	-64.4	-72.02	-68.21	0	0.17	0	-0.05	246.37	249.39	1552.75	1566.58
Primates	Callitrichidae	Saguinus	labiatus	Saguinus labiatus	3	510	-999	-999	-999	-999	-999	-999	-999	-999	144.21	1	0.2	0.19	299.3	2	-999	-999	40.8	-999	14.3	-999	-999	5.25	-999	2	-999	-999	-999	-999	730;905;1125;1297;1544;1547;2151;2344;2493;2655;2660;2663;2986	-999	1.23	-999	-999	253795	-1.74	-11.07	-6.4	-59.06	-69.53	-64.29	0	2.41	0	0.15	168.04	256.81	1462.06	1604.76
Primates	Callitrichidae	Saguinus	leucopus	Saguinus leucopus	3	457	-999	240	-999	-999	-999	-999	5	-999	142.5	1	-999	-999	-999	2	-999	-999	43.9	-999	10.6	-999	-999	7.5	-999	2	2	-999	-999	-999	730;899;905;1547;2151;2344;2655;2663	-999	-999	-999	-999	38875	8.78	3.82	6.3	-73.95	-75.81	-74.88	10	71.85	13	0.08	143.66	231.06	1499.56	1576.21
Primates	Callitrichidae	Saguinus	midas	Saguinus midas	3	541	-999	265.72	-999	730	-999	-999	4	-999	138.33	1	0.05	0.05	206.83	2	-999	184.8	39.9	-999	11.1	-999	730	5.55	-999	2	2	69.15	-999	-999	208;543;730;890;905;1201;1297;1544;1547;2151;2344;2431;2489;2493;2511;2655;2660;2663;2986	-999	1.49	-999	-999	1526765	8.02	-8.37	-0.17	-45.3	-64.84	-55.07	0	5.3	0	0.12	160.68	252.81	1441.49	1666.98
Primates	Callitrichidae	Saguinus	mystax	Saguinus mystax	3	559	-999	-999	-999	-999	-999	-999	5	-999	148.37	1	0.22	-999	168.5	1.97	-999	-999	46.8	-999	31	-999	484.77	5.4	-999	2	2	-999	-999	-999	730;905;1125;1297;1544;1547;2151;2251;2344;2511;2520;2654;2655;2660;2663;2986	-999	1.65	-999	-999	560289	-2.65	-9.82	-6.23	-62.13	-75.82	-68.98	0	1.18	0	0.08	194.54	256.49	1532	1569.49
Primates	Callitrichidae	Saguinus	nigricollis	Saguinus nigricollis	3	450	-999	-999	-999	850.45	-999	-999	-999	-999	-999	1	0.25	0.27	-999	1.82	-999	182.4	43.7	-999	13.5	-999	-999	6.3	-999	2	-999	81.99	175	-999	208;543;730;905;1125;1297;1544;1547;1611;2151;2344;2520;2655;2660;2663;2986	-999	-999	-999	-999	287824	0.9	-4.83	-1.96	-68.12	-78.37	-73.25	0	7.3	1	0.12	240.29	257.71	1424.24	1426.58
Primates	Callitrichidae	Saguinus	oedipus	Saguinus oedipus	3	464	-999	240	-999	942.91	-999	-999	4	-999	166.49	1	0.07	0.12	233.06	1.93	-999	277.2	41	-999	46.2	-999	590	7.05	-999	2	2	49.69	105	-999	208;543;730;899;905;1125;1167;1297;1544;1547;1577;1611;1768;2151;2344;2489;2493;2520;2655;2660;2663;2986	-999	1.4	-999	-999	51021	11.02	7.42	9.22	-74.57	-76.93	-75.75	6	168.35	13	0.1	120.29	263.43	1367.13	1586.07
Primates	Callitrichidae	Saguinus	tripartitus	Saguinus tripartitus	3	385	-999	-999	-999	-999	-999	-999	-999	-999	-999	1	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	2	-999	-999	-999	-999	905;2151;2344;2655;2663	-999	-999	-999	-999	12544	-1.5	-2.49	-2	-75.82	-77.27	-76.55	1	1.37	1	0.06	331.24	265.37	1359.24	1360.49
Artiodactyla	Bovidae	Saiga	tatarica	Saiga tatarica	3	37400	-999	1159.99	-999	-999	-999	-999	2	-999	148.49	2	-999	-999	365	2	-999	144	3330	-999	0.75	518	279.78	27.5	-999	2	1	98.85	-999	-999	511;543;730;814;1015;1297;1525;1848;2306;2555;2655;2669;2986	-999	1.11	-999	-999	3052486	51.61	41.32	46.47	99.24	41.49	70.36	0	9.01	0	0.01	18.91	53.85	257.95	607.71
Primates	Cebidae	Saimiri	boliviensis	Saimiri boliviensis	3	805	-999	309.99	-999	-999	-999	-999	-999	-999	157.84	-999	-999	-999	-999	1.02	-999	-999	-999	-999	28.7	-999	-999	60	-999	-999	-999	-999	-999	-999	169;730;1544;1547;1848;2151;2251;2344;2655;2986	-999	-999	-999	-999	1686508	-2.7	-19.4	-11.05	-57.71	-76.44	-67.07	0	2.74	0	0.12	171.5	242.87	1417.91	1535.03
Primates	Cebidae	Saimiri	oerstedii	Saimiri oerstedii	3	714	-999	282.22	-999	-999	-999	-999	2	-999	160.99	1	0.11	-999	-999	1.01	-999	-999	-999	-999	129	25	-999	25.1	-999	2	2	360.57	-999	-999	169;208;730;899;905;1167;1544;1547;1848;2151;2344;2463;2655;2986;3086	-999	-999	-999	-999	6893	9.52	8.02	8.77	-82.32	-84.32	-83.32	16	68.37	16	0.12	228	265.74	1440	1755
Primates	Cebidae	Saimiri	sciureus	Saimiri sciureus	3	750	-999	322.49	-999	1073.25	738.81	850	3	-999	164.2	1	0.69	0.45	383.25	1	-999	324	108	-999	36.1	-999	1204.07	34.85	-999	2	2	172.01	418	-999	169;208;543;730;890;905;1167;1297;1544;1547;1577;1594;1611;1763;1767;1822;1848;2151;2251;2308;2344;2463;2489;2493;2511;2655;2660;2986;3086	-999	1.08	-999	-999	3166418	7.61	-8.91	-0.64	-44.29	-78.36	-61.33	0	4.63	0	0.11	186.86	253.03	1461.05	1606.65
Primates	Cebidae	Saimiri	ustus	Saimiri ustus	3	890	-999	309.99	-999	-999	-999	-999	-999	-999	-999	1	-999	-999	-999	1.02	-999	-999	-999	-999	-999	-999	-999	-999	-999	2	-999	237.09	-999	-999	169;905;1544;1547;1848;2151;2655;2986	-999	-999	-999	-999	1699438	-1.82	-16.14	-8.98	-50.75	-65.29	-58.02	0	2.61	0	0.21	168.78	248.88	1296.11	1528.97
Primates	Cebidae	Saimiri	vanzolinii	Saimiri vanzolinii	3	784	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	1.02	-999	-999	-999	-999	-999	-999	-999	40	-999	-999	-999	-999	-999	-999	169;1544;1547;2151;2344;2655;2986	-999	-999	-999	-999	7011	-1.9	-2.66	-2.28	-66.75	-67.78	-67.26	0	0.62	0	0	231.87	258.49	1556.37	1556.37
Carnivora	Herpestidae	Salanoia	concolor	Salanoia concolor	3	711	-999	297.06	-999	-999	-999	-999	3	-999	-999	1	-999	-999	-999	-999	-999	57.6	-999	-999	-999	1.5	-999	-999	-999	1	2	-999	-999	-999	463;543;1113;2151;2655	-999	-999	-999	-999	41472	-14.36	-19.67	-17.01	50.48	48.09	49.28	8	31.35	11	0.18	197.43	205.2	1397.51	1651.98
Rodentia	Dipodidae	Salpingotus	crassicauda	Salpingotus crassicauda	-999	-999	-999	-999	-999	-999	-999	-999	4	-999	-999	2	-999	-999	-999	2.7	2	-999	-999	-999	-999	-999	-999	-999	8	1	2	-999	-999	-999	1297;2151	-999	-999	-999	-999	1234523	49.83	39.53	44.68	115.49	81.8	98.65	0	4.88	0	0.04	15.8	12.87	196.29	570.01
Rodentia	Dipodidae	Salpingotus	heptneri	Salpingotus heptneri	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	8	-999	-999	-999	-999	-999	2151	-999	-999	-999	-999	58531	45.13	42.18	43.66	65.9	60.81	63.36	0	4.46	0	0.02	6.8	93.04	159.74	646.65
Rodentia	Dipodidae	Salpingotus	kozlovi	Salpingotus kozlovi	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	8	-999	-999	-999	-999	-999	2151	-999	-999	-999	-999	1566816	45.38	36.41	40.9	111.79	75.81	93.8	0	10.57	0	0.05	14.18	62.13	110.03	670.03
Rodentia	Dipodidae	Salpingotus	michaelis	Salpingotus michaelis	1	-999	-999	-999	-999	-999	-999	-999	4	-999	-999	2	-999	-999	60.83	2.99	-999	-999	-999	16.99	-999	-999	-999	-999	6	1	1	-999	-999	-999	1297;2151	-999	2.78	0.49	-999	110351	31.11	28.23	29.67	66.62	61.34	63.98	3	12.65	3	0.19	9.1	189.62	113.63	1209.68
Rodentia	Dipodidae	Salpingotus	pallidus	Salpingotus pallidus	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	8	-999	-999	-999	-999	-999	2151	-999	-999	-999	-999	170263	49.53	44.36	46.95	78.48	58.38	68.43	0	2.17	0	-9.51E-03	20.95	60.94	237.08	580.49
Rodentia	Dipodidae	Salpingotus	thomasi	Salpingotus thomasi	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	8	-999	-999	-999	-999	-999	2151	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
Dasyuromorphia	Dasyuridae	Sarcophilus	laniarius	Sarcophilus laniarius	2	8350	-999	558.71	-999	-999	1617	5775	1	-999	20.99	1	-999	-999	365	2.83	1	98.4	0.02	-999	5.9	-999	658.67	-999	-999	1	3	243.33	200	-999	543;955;1052;1297;1412;1760;1822;1848;2483;2484;2655	-999	-999	-999	-999	63568	-40.64	-43.64	-42.14	148.35	144.6	146.48	0	6.64	1	-0.01	71.3	104.27	610.94	778.91
Insectivora	Talpidae	Scalopus	aquaticus	Scalopus aquaticus	2	86.6	-999	125.44	-999	-999	-999	-999	4	-999	42	2	5.72E-03	5.09E-03	-999	3.5	1	74.4	5.36	-999	950	1	285.1	-999	6	1	2	29.83	-999	-999	176;543;595;949;966;1276;1277;1279;1297;1338;1573;1577;2131;2655;2786;2960;3100	-999	-999	-999	-999	3462331	46.26	24.74	35.5	-69.93	-105.37	-87.65	0	60.52	1	0.04	78.98	142.78	822.01	974.38
Insectivora	Talpidae	Scapanulus	oweni	Scapanulus oweni	-999	-999	-999	89.34	-999	-999	-999	-999	1	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	3	-999	-999	-999	2131;2741	21.9	-999	-999	-999	424699	36.78	29.36	33.07	109.86	101.74	105.8	3	200.08	6	0.06	59.33	86.47	688.1	847.63
Insectivora	Talpidae	Scapanus	latimanus	Scapanus latimanus	2	59.7	-999	142.57	-999	-999	76.25	61	1	-999	39.99	1	-999	-999	-999	3.5	1	36	-999	-999	5000	1	-999	-999	-999	1	3	-999	-999	-999	595;1297;1822;2131;2655;2786;2940	-999	-999	-999	-999	327590	43.47	31.83	37.65	-115.41	-124.4	-119.9	0	99.41	0	0.07	43.2	104.72	338.05	1035.56
Insectivora	Talpidae	Scapanus	orarius	Scapanus orarius	2	60.7	-999	123.67	-999	-999	64.07	61.2	3	-999	39.99	2	1.07E-03	1.05E-03	-999	3.5	1	36	-999	-999	5000	1	288.95	-999	-999	1	2	-999	-999	-999	176;595;949;1275;1297;1822;2131;2655	-999	-999	-999	-999	351197	49.78	39.66	44.72	-116.11	-124.73	-120.42	0	32.51	1	0.09	69.8	74.02	383.19	728.48
Insectivora	Talpidae	Scapanus	townsendii	Scapanus townsendii	2	140	-999	173.5	-999	-999	108.89	130.1	5	-999	45.82	1	7.13E-04	6.98E-04	-999	2.93	1	36	5	-999	1240	1	308.51	-999	8	1	2	29.63	70	-999	176;549;595;966;1297;1688;1822;2131;2655	-999	-999	-999	-999	116660	49.48	40.39	44.94	-121.23	-124.73	-122.98	1	67.9	2	0.09	111.5	80.95	470.06	689.71
Rodentia	Muridae	Scapteromys	tumidus	Scapteromys tumidus	2	146	-999	-999	-999	-999	-999	-999	1	-999	-999	2	-999	-999	-999	3.63	-999	-999	-999	-999	-999	-999	-999	-999	-999	1	3	-999	-999	-999	890;1297;2655	-999	-999	-999	-999	476566	-19.45	-35.22	-27.33	-51.18	-60	-55.59	0	50.71	0	0.04	100.1	192.54	1035.36	1141.69
Insectivora	Talpidae	Scaptochirus	moschatus	Scaptochirus moschatus	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	1409959	46.35	32.39	39.37	124.32	101.72	113.02	2	226.13	6	0.05	37.71	74.69	542.95	775.75
Insectivora	Talpidae	Scaptonyx	fusicaudus	Scaptonyx fusicaudus	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	359136	34.33	23.72	29.02	110.05	98.66	104.36	3	146.8	6	0.05	102.21	81.69	833.06	972.12
Rodentia	Sciuridae	Sciurillus	pusillus	Sciurillus pusillus	3	34.9	-999	111.71	-999	-999	-999	-999	1	-999	-999	1	-999	-999	-999	1.94	-999	-999	-999	-999	-999	-999	-999	1	-999	2	1	-999	-999	-999	905;1297;2151;2431;2655	-999	-999	-999	-999	840126	6	-9.88	-1.94	-50.67	-77.54	-64.11	0	1.93	0	0.09	180.19	255	1447.82	1627.2
Rodentia	Sciuridae	Sciurotamias	davidianus	Sciurotamias davidianus	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	1	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	1	-999	-999	-999	-999	32	-999	-999	-999	-999	1445168	39.85	25.31	32.58	122.7	100.77	111.73	3	305.85	8	0.05	70.94	108.87	745.48	891.45
Rodentia	Sciuridae	Sciurotamias	forresti	Sciurotamias forresti	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	235812	27.94	22.73	25.34	105.28	97.69	101.49	12	100.51	27	0.07	115.36	115.77	979.25	1211.84
Rodentia	Sciuridae	Sciurus	aberti	Sciurus aberti	3	623	-999	269.79	42	-999	430.56	624	6	-999	40.98	2	0.05	0.05	-999	3.39	1.25	-999	12	-999	114	-999	334.58	-999	-999	2	2	69.32	355	-999	32;1297;1567;1573;1822;1977;2109;2151;2249;2655;2799;2948;2974	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
Rodentia	Sciuridae	Sciurus	aestuans	Sciurus aestuans	3	177	-999	172.47	-999	-999	-999	-999	3	-999	-999	2	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	1	-999	2	2	-999	-999	-999	905;2151;2431;2655	-999	-999	-999	-999	7070707	6.82	-33.71	-13.44	-34.79	-67.72	-51.25	0	27.02	0	0.1	141.91	234.42	1260.72	1502.29
Rodentia	Sciuridae	Sciurus	alleni	Sciurus alleni	3	465	-999	234.26	-999	-999	-999	-999	3	-999	-999	2	-999	-999	-999	2.99	-999	-999	-999	-999	-999	-999	-999	-999	8	2	2	-999	-999	-999	336;1297;2151;2655	-999	-999	-999	-999	49149	26.5	22.32	24.41	-98.99	-101.63	-100.31	2	48.71	4	0.09	38.04	208	664.71	1136.25
Rodentia	Sciuridae	Sciurus	anomalus	Sciurus anomalus	3	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	2	-999	-999	-999	3.99	-999	-999	-999	-999	-999	-999	-999	-999	-999	2	-999	-999	-999	-999	1849;2151	-999	-999	-999	-999	872462	42.89	28.52	35.71	52.97	26.06	39.52	11	93.16	27	0.08	45.15	114.65	412.74	1084.38
Rodentia	Sciuridae	Sciurus	arizonensis	Sciurus arizonensis	3	647	-999	264.7	-999	-999	-999	-999	3	-999	-999	2	-999	-999	-999	3.09	1	-999	-999	-999	-999	-999	-999	-999	8	2	1	-999	-999	-999	342;2151;2655	-999	-999	-999	-999	39353	34.81	30.7	32.75	-108.51	-112.64	-110.57	0	15.51	0	0.09	33.75	145.81	456.43	1292.03
Rodentia	Sciuridae	Sciurus	aureogaster	Sciurus aureogaster	3	456	-999	252.69	-999	-999	-999	-999	3	-999	-999	2	0.01	0.01	-999	1.94	-999	-999	-999	-999	221	-999	-999	1	-999	2	1	-999	-999	-999	485;730;905;1297;2087;2151;2655;2948	-999	-999	-999	-999	623903	25.63	14.08	19.85	-89.88	-104.85	-97.36	3	97.15	7	0.08	99.6	215.02	1031.95	1534.38
Rodentia	Sciuridae	Sciurus	carolinensis	Sciurus carolinensis	3	546	-999	254.94	32	365	391	440	7	304.16	44.85	2	8.68E-03	8.10E-03	-999	2.91	2	288	15.2	-999	690	-999	285.15	1	8	2	2	68.65	200	-999	32;153;189;190;191;543;730;991;1297;1383;1573;1577;1582;1660;1661;1812;1822;1849;1977;2050;2151;2155;2206;2249;2338;2450;2462;2608;2609;26202629;2655;2707;2799;2809;2833;2947;2948;2974	-999	-999	-999	-999	4081069	53.41	24.94	39.17	-66.06	-108.77	-87.41	0	59.05	1	0.03	78.26	114.03	764.94	862.26
Rodentia	Sciuridae	Sciurus	colliaei	Sciurus colliaei	3	498	-999	254.6	-999	-999	-999	-999	2	-999	-999	2	-999	-999	-999	2.66	-999	-999	-999	-999	-999	-999	-999	-999	8	2	1	-999	-999	-999	32;343;1297;2151;2655	-999	-999	-999	-999	81664	28.81	18.86	23.83	-103.92	-109.89	-106.91	1	29.64	3	0.09	52.37	202.72	788.7	1459.04
Rodentia	Sciuridae	Sciurus	deppei	Sciurus deppei	3	250	-999	200.49	-999	-999	-999	-999	3	-999	-999	2	0.01	0.01	-999	2.91	-999	-999	-999	-999	94.8	-999	-999	1	6	2	1	-999	-999	-999	337;730;905;1297;2151;2655	-999	-999	-999	-999	698811	24.5	10.51	17.51	-84.23	-99.82	-92.03	2	60.44	4	0.15	128.91	232.44	1239.69	1591.14
Rodentia	Sciuridae	Sciurus	flammifer	Sciurus flammifer	3	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	2	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	2	-999	-999	-999	-999	2151;2655	-999	-999	-999	-999	47391	8.27	5.46	6.86	-62.88	-65.57	-64.23	0	11.3	0	0.08	107.8	233.47	1520.28	1747.71
Rodentia	Sciuridae	Sciurus	gilvigularis	Sciurus gilvigularis	3	803	-999	-999	-999	-999	-999	-999	-999	-999	-999	2	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	2	-999	-999	-999	-999	2151;2655	-999	-999	-999	-999	1263707	6.89	-9.65	-1.38	-46.31	-67.77	-57.04	0	5.79	0	0.11	170.41	249.37	1434.8	1647.59
Rodentia	Sciuridae	Sciurus	granatensis	Sciurus granatensis	3	319	-999	222.98	-999	-999	-999	-999	6	-999	-999	2	7.86E-03	7.06E-03	-999	1.92	2.5	-999	9.5	-999	79	-999	-999	1	6	2	2	-999	-999	-999	730;905;1297;1329;1660;1849;2151;2159;2655;2799;3138	-999	-999	-999	-999	843476	11.35	-1.12	5.11	-61.84	-84.23	-73.04	1	76.78	4	0.11	153.86	233.41	1394.46	1649.1
Rodentia	Sciuridae	Sciurus	griseus	Sciurus griseus	3	704	-999	294.8	-999	-999	-999	-999	4	-999	43.49	2	8.05E-03	7.10E-03	-999	2.72	1	-999	-999	-999	240	-999	287.86	-999	8	2	1	-999	-999	-999	551;730;1297;2151;2655	-999	-999	-999	-999	373639	48.37	32.45	40.41	-115.41	-124.4	-119.9	1	65.73	1	0.08	51.63	101.43	360.21	954.31
Rodentia	Sciuridae	Sciurus	ignitus	Sciurus ignitus	3	190	-999	-999	-999	-999	-999	-999	3	-999	-999	2	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	1	-999	2	2	-999	-999	-999	905;2151;2655	-999	-999	-999	-999	1594153	0.04	-24.4	-12.17	-57.78	-78.5	-68.14	0	5.56	0	0.12	149.29	227.78	1277.86	1480.78
Rodentia	Sciuridae	Sciurus	igniventris	Sciurus igniventris	3	700	-999	-999	-999	-999	-999	-999	2	-999	-999	2	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	1	-999	2	1	-999	-999	-999	905;2151;2655	-999	-999	-999	-999	2245836	6.17	-14.35	-4.08	-60.17	-77.81	-68.99	0	2.44	0	0.11	201.79	250.97	1510.23	1562.85
Rodentia	Sciuridae	Sciurus	lis	Sciurus lis	3	264	-999	-999	-999	-999	-999	-999	-999	-999	-999	2	0.13	0.11	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	2	-999	-999	-999	-999	1573;2151	-999	-999	-999	-999	283014	41.54	30.98	36.26	142.07	129.55	135.81	74	382.25	100	8.90E-03	145.01	105.61	784.99	830.18
Rodentia	Sciuridae	Sciurus	nayaritensis	Sciurus nayaritensis	3	697	-999	283.77	-999	-999	-999	-999	4	-999	-999	2	-999	-999	-999	2.43	-999	-999	-999	-999	-999	-999	-999	-999	8	2	1	-999	-999	-999	32;344;1297;2151;2655	-999	-999	-999	-999	250172	31.95	19.14	25.54	-102.54	-109.6	-106.07	0	23.75	2	0.11	44.73	148.54	662.41	1349.72
