"season","season_week","year_week","week_start_date","weekID","monthID","year","denv1_cases","denv2_cases","denv3_cases","denv4_cases","other_positive_cases","additional_cases","total_cases","NDVI.18.45.66.14.","NDVI.18.50..66.14.","satprecip","tmin","tmax","prec","dtr","tavg","nino12","nino34","soi","pop","adjpop"
"1997/1998",35,52,"12/24/1997",199752,199712,1997,0,3,0,3,36,25,67,0.2257889,0.075925,0,298.4,301.5,1.64,2.214285714,299.9357143,26.92,29.32,-1.6,2400892.778,2426522.348
"1997/1998",36,1,"1/1/1998",199801,199801,1998,0,2,1,1,39,21,64,0.08344286,0.0478,111.39,296.5,300.5,73.6,1.928571429,298.3357143,28.22,29.01,-4.4,2427024.889,2427024.889
"1997/1998",37,2,"1/8/1998",199802,199801,1998,2,0,0,3,41,22,68,0.1341571,0.0341,6.17,296.4,300.2,30.2,2.014285714,297.9785714,28.22,29.01,-4.4,2427024.889,2427527.429
"1997/1998",38,3,"1/15/1998",199803,199801,1998,3,0,0,4,28,14,49,0.1985714,-0.008225,0,296.8,300.6,2,2.742857143,298.9285714,28.22,29.01,-4.4,2427024.889,2428029.97
"1997/1998",39,4,"1/22/1998",199804,199801,1998,0,0,1,2,34,13,50,0.1921,0.03345,7.72,297.2,300.5,16.4,2.285714286,298.8428571,28.22,29.01,-4.4,2427024.889,2428532.511
"1997/1998",40,5,"1/29/1998",199805,199801,1998,1,0,0,2,42,11,56,0.1313571,0.045825,29.16,296.6,301.3,11.7,3.342857143,298.9714286,28.22,29.01,-4.4,2427024.889,2429035.051
"1997/1998",41,6,"2/5/1998",199806,199802,1998,2,3,0,4,49,17,75,0.09734286,-0.0525,113.44,296.2,302.2,14.8,2.685714286,298.6857143,28.98,28.87,-3.4,2427024.889,2429537.592
"1997/1998",42,7,"2/12/1998",199807,199802,1998,2,1,0,4,37,19,63,0.1763143,0.0559,0,296.3,300.6,3,2.171428571,298.3571429,28.98,28.87,-3.4,2427024.889,2430040.132
"1997/1998",43,8,"2/19/1998",199808,199802,1998,1,2,0,5,43,11,62,0.2387,0.0754,0,295,301.1,3,3.057142857,298.8714286,28.98,28.87,-3.4,2427024.889,2430542.673
"1997/1998",44,9,"2/26/1998",199809,199802,1998,3,0,0,1,31,6,41,0.1549833,0.0849,0,295.9,300.6,9.3,2.185714286,298.0071429,28.98,28.87,-3.4,2427024.889,2431045.214
"1997/1998",45,10,"3/5/1998",199810,199803,1998,2,2,0,9,32,5,50,0.1622143,0.09633333,0,295.7,301.2,41.48,2.314285714,298.0428571,29.15,28.65,-4,2427024.889,2431547.754
"1997/1998",46,11,"3/12/1998",199811,199803,1998,2,1,0,4,24,3,34,0.1625286,0.0797,0,296.7,300.4,3.2,2.442857143,298.65,29.15,28.65,-4,2427024.889,2432050.295
"1997/1998",47,12,"3/19/1998",199812,199803,1998,2,1,0,5,23,0,31,0.2124143,0.08823333,0,296.5,301.1,19.2,2.771428571,298.7428571,29.15,28.65,-4,2427024.889,2432552.835
"1997/1998",48,13,"3/26/1998",199813,199803,1998,4,2,0,4,23,5,38,0.1685,0.0731,84.99,295.6,300.2,48.1,2.657142857,297.8428571,29.15,28.65,-4,2427024.889,2433055.376
"1997/1998",49,14,"4/2/1998",199814,199804,1998,1,0,0,4,23,2,30,0.1277429,0.02766667,0,296.1,300.8,16,2.628571429,298.5142857,28.61,28.53,-2.4,2427024.889,2433557.917
"1997/1998",50,15,"4/9/1998",199815,199804,1998,0,0,0,5,24,3,32,0.1027714,0.0652,0,296.2,300.7,19.8,2.071428571,298.0928571,28.61,28.53,-2.4,2427024.889,2434060.457
"1997/1998",51,16,"4/16/1998",199816,199804,1998,3,0,0,4,17,2,26,0.1258571,0.076,22.22,296.3,301.3,25,2.414285714,298.5071429,28.61,28.53,-2.4,2427024.889,2434562.998
"1997/1998",52,17,"4/23/1998",199817,199804,1998,2,1,1,7,18,1,30,0.1479571,0.09136667,71.64,298.1,301.5,13.6,2.242857143,299.8357143,28.61,28.53,-2.4,2427024.889,2435065.538
"1998/1999",1,18,"4/30/1998",199818,199804,1998,4,2,0,1,27,2,36,0.2073286,0.0461,12.77,297.7,301.3,16.1,2.142857143,299.2428571,28.61,28.53,-2.4,2427024.889,2435568.079
"1998/1999",2,19,"5/7/1998",199819,199805,1998,2,0,0,7,24,2,35,0.1198143,0.09693333,42.99,296.6,302.9,11.5,3.871428571,299.7785714,27.69,28.71,0.4,2427024.889,2436070.62
"1998/1999",3,20,"5/14/1998",199820,199805,1998,5,0,0,9,30,2,46,0.1003,0.04255,59.53,297.8,302.3,58,2.8,300.0285714,27.69,28.71,0.4,2427024.889,2436573.16
"1998/1999",4,21,"5/21/1998",199821,199805,1998,1,4,0,6,33,4,48,0.1742,0.033625,12.73,298.4,301.3,69.7,2.057142857,299.7571429,27.69,28.71,0.4,2427024.889,2437075.701
"1998/1999",5,22,"5/28/1998",199822,199805,1998,3,1,2,7,27,4,44,0.1645167,0.0372,70.25,298.1,302.7,21.9,2.4,300.0857143,27.69,28.71,0.4,2427024.889,2437578.241
"1998/1999",6,23,"6/4/1998",199823,199806,1998,5,1,0,9,33,3,51,0.1221429,0.07076667,31.14,299.2,302.5,24,2.228571429,300.6285714,25.18,28.61,1.6,2427024.889,2438080.782
"1998/1999",7,24,"6/11/1998",199824,199806,1998,6,1,0,10,37,5,59,0.2751714,0.12125,72.4,298.7,303,29.9,2.4,300.4285714,25.18,28.61,1.6,2427024.889,2438583.323
"1998/1999",8,25,"6/18/1998",199825,199806,1998,1,3,2,4,51,10,71,0.1756286,0.0509,47.2,298.3,302.4,53.44,2.542857143,300.2428571,25.18,28.61,1.6,2427024.889,2439085.863
"1998/1999",9,26,"6/25/1998",199826,199806,1998,11,2,0,12,65,12,102,0.1523571,0.0167,15.07,299.2,302.9,29.8,2.285714286,300.9,25.18,28.61,1.6,2427024.889,2439588.404
"1998/1999",10,27,"7/2/1998",199827,199807,1998,3,1,0,3,87,34,128,0.1558857,0.096075,56.8,298.1,302,66.11,2.257142857,300,23.43,28.07,2,2427024.889,2440090.944
"1998/1999",11,28,"7/9/1998",199828,199807,1998,8,1,0,17,71,30,127,0.1695286,0.0628,13.43,298.7,302.8,14.92,2.542857143,300.5285714,23.43,28.07,2,2427024.889,2440593.485
"1998/1999",12,29,"7/16/1998",199829,199807,1998,11,5,0,8,63,63,150,0.06893333,0.04713333,65.59,298.1,302,121.72,1.971428571,300,23.43,28.07,2,2427024.889,2441096.026
"1998/1999",13,30,"7/23/1998",199830,199807,1998,4,5,1,9,93,79,191,0.1602571,0.1065,32.16,298.5,302.8,89.47,2.357142857,300.0357143,23.43,28.07,2,2427024.889,2441598.566
"1998/1999",14,31,"7/30/1998",199831,199807,1998,2,3,5,9,119,118,256,0.2465286,0.127,19.98,298.8,303.2,16.9,2.814285714,301.1357143,23.43,28.07,2,2427024.889,2442101.107
"1998/1999",15,32,"8/6/1998",199832,199808,1998,6,7,2,11,105,198,329,0.1526857,0.057625,43.15,298.9,302.2,70.3,1.885714286,300.3285714,21.77,27.77,1.9,2427024.889,2442603.647
"1998/1999",16,33,"8/13/1998",199833,199808,1998,8,3,2,15,70,165,263,0.1739,0.0935,49.84,298.8,303,66,1.9,300.3071429,21.77,27.77,1.9,2427024.889,2443106.188
"1998/1999",17,34,"8/20/1998",199834,199808,1998,5,1,0,11,58,145,220,0.1720333,0.0567,79.16,298.7,303.1,89.1,2.885714286,300.6714286,21.77,27.77,1.9,2427024.889,2443608.729
"1998/1999",18,35,"8/27/1998",199835,199808,1998,7,4,2,12,58,121,204,0.1902571,0.07575,29.95,298.4,303.4,61.2,2.642857143,300.6642857,21.77,27.77,1.9,2427024.889,2444111.269
"1998/1999",19,36,"9/3/1998",199836,199809,1998,1,1,0,5,44,130,181,0.1456429,0.05403333,73.63,298.7,302,68.48,1.885714286,300.2285714,20.87,27.88,1.7,2427024.889,2444613.81
"1998/1999",20,37,"9/10/1998",199837,199809,1998,0,0,2,0,19,78,99,0.122,0.05796667,52.22,298.8,303,36.95,2.185714286,300.5071429,20.87,27.88,1.7,2427024.889,2445116.35
"1998/1999",21,38,"9/17/1998",199838,199809,1998,0,0,0,2,28,24,54,0.14148,0.0401,252.75,298.7,302.9,151.2,2.071428571,300.2785714,20.87,27.88,1.7,2427024.889,2445618.891
"1998/1999",22,39,"9/24/1998",199839,199809,1998,2,1,5,4,27,41,80,0.2066857,0.04685,48.22,298.5,302.9,14.9,2.957142857,300.8357143,20.87,27.88,1.7,2427024.889,2446121.432
"1998/1999",23,40,"10/1/1998",199840,199810,1998,2,1,2,2,42,53,102,0.1683143,0.0382,16.49,299.4,302.4,32.6,2.171428571,300.7,21.16,27.33,1.8,2427024.889,2446623.972
"1998/1999",24,41,"10/8/1998",199841,199810,1998,6,1,1,4,49,66,127,0.1492,-0.019,48.39,298.9,302.9,22.6,2.714285714,300.7285714,21.16,27.33,1.8,2427024.889,2447126.513
"1998/1999",25,42,"10/15/1998",199842,199810,1998,0,1,1,3,42,26,73,0.1386857,0.08155,30.68,298.8,301.8,54.4,1.8,300.0571429,21.16,27.33,1.8,2427024.889,2447629.053
"1998/1999",26,43,"10/22/1998",199843,199810,1998,1,1,4,4,40,18,68,0.1962,0.085,189.3,297.7,302.1,87.8,2.142857143,300.0142857,21.16,27.33,1.8,2427024.889,2448131.594
"1998/1999",27,44,"10/29/1998",199844,199810,1998,0,1,0,0,38,25,64,0.09242857,-0.0726,90.03,298.5,301.7,68.1,1.728571429,299.7357143,21.16,27.33,1.8,2427024.889,2448634.135
"1998/1999",28,45,"11/5/1998",199845,199811,1998,2,1,2,1,25,24,55,0.1698,-0.00225,23.16,297.4,302.4,87.6,2.1,299.6071429,21.43,27.23,1.7,2427024.889,2449136.675
"1998/1999",29,46,"11/12/1998",199846,199811,1998,1,3,2,5,30,26,67,0.09834286,-0.05725,104.94,297.3,301.4,90.5,1.6,299.2428571,21.43,27.23,1.7,2427024.889,2449639.216
"1998/1999",30,47,"11/19/1998",199847,199811,1998,1,3,3,2,43,32,84,0.2166143,0.0836538187542592,0,296.6,301,80.47,2.171428571,298.6857143,21.43,27.23,1.7,2427024.889,2450141.756
"1998/1999",31,48,"11/26/1998",199848,199811,1998,1,3,7,4,54,16,85,0.1467571,0.06575,50.33,296.5,300.4,156.7,1.571428571,298.1714286,21.43,27.23,1.7,2427024.889,2450644.297
"1998/1999",32,49,"12/3/1998",199849,199812,1998,1,4,1,0,37,24,67,0.05278571,0.06565,141.72,297.3,300.3,95.42,1.442857143,298.5357143,22.56,27.11,2.3,2427024.889,2451146.838
"1998/1999",33,50,"12/10/1998",199850,199812,1998,0,2,1,2,46,22,73,0.1730143,0.002633333,0,297.6,301.4,6.3,2.214285714,299.3071429,22.56,27.11,2.3,2427024.889,2451649.378
"1998/1999",34,51,"12/17/1998",199851,199812,1998,1,3,3,0,50,32,89,0.1700571,-0.091675,0,296.7,300.6,34.3,2.057142857,298.8714286,22.56,27.11,2.3,2427024.889,2452151.919
"1998/1999",35,52,"12/24/1998",199852,199812,1998,2,3,2,2,42,17,68,0.0981875,-0.13095,48.92,297,300.7,32.22,1.885714286,298.5,22.56,27.11,2.3,2427024.889,2452654.459
"1998/1999",36,1,"1/1/1999",199901,199901,1999,4,5,10,3,26,11,59,0.1634167,-0.0876,0,297.3,300.4,12.9,2.242857143,298.6785714,23.73,26.59,3,2453157,2453157
"1998/1999",37,2,"1/8/1999",199902,199901,1999,1,0,9,7,35,4,56,0.1448429,-0.03763333,25.12,296.6,300.1,16.9,1.714285714,298.2428571,23.73,26.59,3,2453157,2451930.846
"1998/1999",38,3,"1/15/1999",199903,199901,1999,2,8,8,3,43,13,77,0.1158429,-0.03795,22.04,296.1,299.9,24.52,2.142857143,297.8857143,23.73,26.59,3,2453157,2450704.692
"1998/1999",39,4,"1/22/1999",199904,199901,1999,1,1,8,2,56,7,75,0.1406143,-0.10875,0,295.4,299.3,38.05,1.914285714,297.3714286,23.73,26.59,3,2453157,2449478.538
"1998/1999",40,5,"1/29/1999",199905,199901,1999,1,2,3,1,33,7,47,0.1739286,0.05145,0,294.5,297.9,9.8,1.6,296.3,23.73,26.59,3,2453157,2448252.385
"1998/1999",41,6,"2/5/1999",199906,199902,1999,0,0,1,2,42,5,50,0.2092,0.0865445946825146,3.71,295.5,299.4,3.1,2.328571429,297.4214286,25.64,26.52,1.6,2453157,2447026.231
"1998/1999",42,7,"2/12/1999",199907,199902,1999,0,1,1,1,36,3,42,0.1876,0.0364,16.83,293.7,299.1,20.14,2.342857143,296.3142857,25.64,26.52,1.6,2453157,2445800.077
"1998/1999",43,8,"2/19/1999",199908,199902,1999,0,0,1,0,27,0,28,0.1325,0.086,22.02,294.8,299.7,10.28,3.057142857,297.1285714,25.64,26.52,1.6,2453157,2444573.923
"1998/1999",44,9,"2/26/1999",199909,199902,1999,0,0,3,1,30,3,37,0.1614667,0.03793333,0,295.7,299.7,2.32,2.814285714,297.95,25.64,26.52,1.6,2453157,2443347.769
"1998/1999",45,10,"3/5/1999",199910,199903,1999,1,0,0,0,32,4,37,0.2284286,0.043425,0,296.3,300,5.9,2.328571429,297.7785714,26.62,26.9,2.1,2453157,2442121.615
"1998/1999",46,11,"3/12/1999",199911,199903,1999,1,0,3,0,23,0,27,0.2754429,0.0402,10.74,295.8,300.5,0.5,3.428571429,298.1857143,26.62,26.9,2.1,2453157,2440895.462
"1998/1999",47,12,"3/19/1999",199912,199903,1999,0,0,1,0,11,0,12,0.1830571,0.03233333,9.01,296.1,300.2,10.4,2.357142857,298.1785714,26.62,26.9,2.1,2453157,2439669.308
"1998/1999",48,13,"3/26/1999",199913,199903,1999,0,0,1,0,14,0,15,0.1370571,-0.0981,6.9,297.2,300.4,8.1,2.4,298.8142857,26.62,26.9,2.1,2453157,2438443.154
"1998/1999",49,14,"4/2/1999",199914,199904,1999,0,0,4,1,17,0,22,0.2108429,0.00075,18.76,295.2,299.7,16.3,2.771428571,297.3714286,24.3,27.35,2.3,2453157,2437217
"1998/1999",50,15,"4/9/1999",199915,199904,1999,0,0,0,1,7,0,8,0.09751429,0.0351,75.59,295.8,301.4,5.66,4.228571429,298.5857143,24.3,27.35,2.3,2453157,2435990.846
"1998/1999",51,16,"4/16/1999",199916,199904,1999,1,0,1,0,13,0,15,0.1153857,0.03965,0,297.9,301.3,5.25,2.242857143,299.4785714,24.3,27.35,2.3,2453157,2434764.692
"1998/1999",52,17,"4/23/1999",199917,199904,1999,0,0,2,0,15,0,17,0.1375,0.02765,98.4,297.2,301,10,2.528571429,299.0214286,24.3,27.35,2.3,2453157,2433538.538
"1999/2000",1,18,"4/30/1999",199918,199904,1999,0,0,2,0,8,0,10,0.1899429,0.04806667,14.29,297.8,301.8,10.08,2.471428571,299.7357143,24.3,27.35,2.3,2453157,2432312.385
"1999/2000",2,19,"5/7/1999",199919,199905,1999,0,0,1,0,8,0,9,0.08112,0.0578,61.53,297,301.3,29.6,2.828571429,298.9142857,23.46,27.87,0.4,2453157,2431086.231
"1999/2000",3,20,"5/14/1999",199920,199905,1999,1,0,2,0,8,0,11,0.1691571,0.09066667,16.1,298.3,302.6,7.4,2.985714286,300.5642857,23.46,27.87,0.4,2453157,2429860.077
"1999/2000",4,21,"5/21/1999",199921,199905,1999,0,0,0,1,19,0,20,0.1713286,0.0738,3.66,298.6,302.7,14.44,2.528571429,300.3214286,23.46,27.87,0.4,2453157,2428633.923
"1999/2000",5,22,"5/28/1999",199922,199905,1999,0,0,2,1,10,0,13,0.09056667,-0.0127,28.49,298.4,302.3,12.9,3.057142857,300.3714286,23.46,27.87,0.4,2453157,2427407.769
"1999/2000",6,23,"6/4/1999",199923,199906,1999,0,0,0,1,10,0,11,0.08013333,0.0499,140.58,298.3,302.1,31.62,2.342857143,300.0285714,21.83,28.01,0.4,2453157,2426181.615
"1999/2000",7,24,"6/11/1999",199924,199906,1999,0,0,1,0,15,0,16,0.09545,0.06756667,108.8,298.3,302.3,45.9,2,299.9285714,21.83,28.01,0.4,2453157,2424955.462
"1999/2000",8,25,"6/18/1999",199925,199906,1999,0,0,1,0,10,0,11,0.13685,0.01375,41.77,297.9,302.4,63.39,2.342857143,299.7428571,21.83,28.01,0.4,2453157,2423729.308
"1999/2000",9,26,"6/25/1999",199926,199906,1999,0,0,0,0,7,0,7,0.1307143,0.063,25.87,297.9,302.1,29.54,2.428571429,299.9428571,21.83,28.01,0.4,2453157,2422503.154
"1999/2000",10,27,"7/2/1999",199927,199907,1999,0,1,4,0,12,0,17,0.1788857,0.08616667,69.07,297.8,302.4,60.1,2.428571429,299.8571429,20.44,27.92,0.9,2453157,2421277
"1999/2000",11,28,"7/9/1999",199928,199907,1999,0,0,0,0,14,0,14,0.09766,0.067425,100.14,297.5,301.8,75,2.028571429,299.5857143,20.44,27.92,0.9,2453157,2420050.846
"1999/2000",12,29,"7/16/1999",199929,199907,1999,0,1,1,0,11,0,13,0.1935286,0.0494,19.92,298,301.9,49.52,2.171428571,299.8571429,20.44,27.92,0.9,2453157,2418824.692
"1999/2000",13,30,"7/23/1999",199930,199907,1999,0,0,2,0,13,0,15,0.1783571,0.089,6.72,298.9,302.6,18.55,2.542857143,300.5142857,20.44,27.92,0.9,2453157,2417598.538
"1999/2000",14,31,"7/30/1999",199931,199907,1999,0,5,3,0,22,0,30,0.1692429,0.020225,64.5,298.7,302.8,53.04,2.014285714,300.1214286,20.44,27.92,0.9,2453157,2416372.385
"1999/2000",15,32,"8/6/1999",199932,199908,1999,0,1,5,0,19,0,25,0.1689143,0.11395,2.35,298.4,302.6,43.4,2.071428571,300.25,19.75,27.73,0.6,2453157,2415146.231
"1999/2000",16,33,"8/13/1999",199933,199908,1999,1,1,2,0,36,0,40,0.1710857,0.0687,48.82,298.7,302.8,47.7,2.214285714,300.3357143,19.75,27.73,0.6,2453157,2413920.077
"1999/2000",17,34,"8/20/1999",199934,199908,1999,1,3,8,1,31,0,44,0.1532571,0.03655,117.83,299.1,302.7,58.1,2.128571429,300.3357143,19.75,27.73,0.6,2453157,2412693.923
"1999/2000",18,35,"8/27/1999",199935,199908,1999,0,0,4,1,20,0,25,0.1876,-0.0331,27.41,298.8,301.6,38.64,1.842857143,300.3071429,19.75,27.73,0.6,2453157,2411467.769
"1999/2000",19,36,"9/3/1999",199936,199909,1999,1,1,1,0,18,0,21,0.0988,0.06035,113.83,299.1,302.8,30.07,2.257142857,301.0428571,19.23,27.82,-0.1,2453157,2410241.615
"1999/2000",20,37,"9/10/1999",199937,199909,1999,1,4,9,1,33,0,48,0.1250857,0.067475,93.94,299,303.2,34.56,2.314285714,300.8714286,19.23,27.82,-0.1,2453157,2409015.462
"1999/2000",21,38,"9/17/1999",199938,199909,1999,1,7,5,0,43,0,56,0.1046286,0.06535,26.38,298.3,303.5,22.7,2.814285714,300.9214286,19.23,27.82,-0.1,2453157,2407789.308
"1999/2000",22,39,"9/24/1999",199939,199909,1999,2,1,5,0,52,0,60,0.1612833,0.03946667,110.53,298.5,302.2,66.66,2.057142857,300.3,19.23,27.82,-0.1,2453157,2406563.154
"1999/2000",23,40,"10/1/1999",199940,199910,1999,1,1,5,1,37,0,45,0.1405857,0.01383333,21.82,298.5,302.5,32.13,1.814285714,300.1928571,20.05,27.85,1.6,2453157,2405337
"1999/2000",24,41,"10/8/1999",199941,199910,1999,1,1,3,1,49,0,55,0.05796667,0.12685,137.5,298.6,301.7,47.81,1.871428571,299.8642857,20.05,27.85,1.6,2453157,2404110.846
"1999/2000",25,42,"10/15/1999",199942,199910,1999,0,2,2,1,27,0,32,0.037475,-0.0368,73.29,298.7,301.8,114.7,1.8,299.9571429,20.05,27.85,1.6,2453157,2402884.692
"1999/2000",26,43,"10/22/1999",199943,199910,1999,1,3,4,0,38,0,46,0.07245714,0.009325,56.3,298.8,302,46.3,2.242857143,300.35,20.05,27.85,1.6,2453157,2401658.538
"1999/2000",27,44,"10/29/1999",199944,199910,1999,0,6,9,0,46,0,61,0.1658833,0.1034,9.02,298,301.4,30.19,1.942857143,299.5,20.05,27.85,1.6,2453157,2400432.385
"1999/2000",28,45,"11/5/1999",199945,199911,1999,1,2,6,0,33,0,42,0.08956667,0.095575,34.72,298.1,301,80.13,1.828571429,299.2,20.51,27.56,1.7,2453157,2399206.231
"1999/2000",29,46,"11/12/1999",199946,199911,1999,1,0,0,0,36,0,37,0.03943333,0.0747,277.45,298,301.3,172.78,2,299.1857143,20.51,27.56,1.7,2453157,2397980.077
"1999/2000",30,47,"11/19/1999",199947,199911,1999,0,1,6,0,36,0,43,0.08874,0.0712,10.84,296.8,300.8,39.5,2.485714286,298.7571429,20.51,27.56,1.7,2453157,2396753.923
"1999/2000",31,48,"11/26/1999",199948,199911,1999,1,0,4,0,29,0,34,0.09898571,0.104775,60.82,296.5,301,77.73,2.457142857,298.4571429,20.51,27.56,1.7,2453157,2395527.769
"1999/2000",32,49,"12/3/1999",199949,199912,1999,0,3,4,0,33,0,40,0.2146,0.0881,3.91,296.2,298.9,40.59,1.528571429,297.2642857,21.72,27.23,2.4,2453157,2394301.615
"1999/2000",33,50,"12/10/1999",199950,199912,1999,0,0,1,0,24,0,25,0.07642857,0.078075,0,296.3,298.6,3.5,1.614285714,297.25,21.72,27.23,2.4,2453157,2393075.462
"1999/2000",34,51,"12/17/1999",199951,199912,1999,1,3,2,0,10,0,16,0.09908571,0.12705,0,296.1,299.5,26.23,2.042857143,297.85,21.72,27.23,2.4,2453157,2391849.308
"1999/2000",35,52,"12/24/1999",199952,199912,1999,0,0,7,0,10,0,17,0.1265125,0.07126667,75.01,296,299.9,25.14,2.371428571,297.7857143,21.72,27.23,2.4,2453157,2390623.154
"1999/2000",36,1,"1/1/2000",200001,200001,2000,0,0,1,0,16,0,17,0.09583333,0.1613,51.91,296.1,299.6,58.9,2,297.6,23.86,26.96,1.1,2389397,2389397
"1999/2000",37,2,"1/8/2000",200002,200001,2000,0,0,1,0,15,0,16,0.1686286,0.30785,0,295.7,299.1,6.2,1.742857143,297.7857143,23.86,26.96,1.1,2389397,2389522.846
"1999/2000",38,3,"1/15/2000",200003,200001,2000,1,1,3,0,18,0,23,0.2914286,0.3073,0,292.6,299,12.2,3.157142857,295.1642857,23.86,26.96,1.1,2389397,2389648.692
"1999/2000",39,4,"1/22/2000",200004,200001,2000,0,0,1,0,16,1,18,0.38142,0.228,0,295.9,299.8,2.22,2.171428571,298.0285714,23.86,26.96,1.1,2389397,2389774.538
"1999/2000",40,5,"1/29/2000",200005,200001,2000,1,0,0,0,16,1,18,0.1607,0.2239,19.49,295.8,298.8,2.1,2,297.5428571,23.86,26.96,1.1,2389397,2389900.385
"1999/2000",41,6,"2/5/2000",200006,200002,2000,0,0,2,0,7,0,9,0.1499286,0.1061,4.7,296.3,299.9,2.1,2.471428571,298.0642857,25.71,26.66,2.7,2389397,2390026.231
"1999/2000",42,7,"2/12/2000",200007,200002,2000,0,0,1,0,6,0,7,0.08688571,0.17314,0,295.8,299.3,5.2,2.128571429,297.6785714,25.71,26.66,2.7,2389397,2390152.077
"1999/2000",43,8,"2/19/2000",200008,200002,2000,0,0,1,0,6,0,7,0.1469167,0.2075,106.12,295.2,298.9,22.52,2.214285714,296.9214286,25.71,26.66,2.7,2389397,2390277.923
"1999/2000",44,9,"2/26/2000",200009,200002,2000,0,0,0,0,4,0,4,0.1580429,0.1962,5.98,294.4,297.9,3.7,2.485714286,296.0571429,25.71,26.66,2.7,2389397,2390403.769
"1999/2000",45,10,"3/4/2000",200010,200003,2000,0,0,2,0,1,0,3,0.1562286,0.22,31.46,294,299.1,3,2.885714286,296.4142857,26.19,26.76,2.2,2389397,2390529.615
"1999/2000",46,11,"3/11/2000",200011,200003,2000,0,0,1,0,1,0,2,0.0873,0.230875,0,295.7,298.8,5.09,2.357142857,297.1357143,26.19,26.76,2.2,2389397,2390655.462
"1999/2000",47,12,"3/18/2000",200012,200003,2000,0,0,2,0,6,0,8,0.1853,0.1969,0,293.6,299.1,6.7,3.2,296.4571429,26.19,26.76,2.2,2389397,2390781.308
"1999/2000",48,13,"3/25/2000",200013,200003,2000,0,0,0,0,3,0,3,0.2118429,0.1460667,9.32,294.5,300.1,17.04,3.171428571,297.5,26.19,26.76,2.2,2389397,2390907.154
"1999/2000",49,14,"4/1/2000",200014,200004,2000,0,0,0,0,1,0,1,0.2042857,0.04636667,0,293.9,299.8,4.3,3.714285714,297.6857143,25.84,27.37,2,2389397,2391033
"1999/2000",50,15,"4/8/2000",200015,200004,2000,0,0,0,0,1,0,1,0.1372286,0.102575,0,296.1,299.9,13.7,2.185714286,297.9785714,25.84,27.37,2,2389397,2391158.846
"1999/2000",51,16,"4/15/2000",200016,200004,2000,0,0,0,0,2,0,2,0.07655714,0.0767,82.06,296.1,300.6,5.6,3.142857143,298.2285714,25.84,27.37,2,2389397,2391284.692
"1999/2000",52,17,"4/22/2000",200017,200004,2000,0,0,0,0,2,1,3,0.1837429,0.13275,6.13,296.9,300.6,3.8,2.614285714,298.8785714,25.84,27.37,2,2389397,2391410.538
"2000/2001",1,18,"4/29/2000",200018,200004,2000,0,0,0,0,2,1,3,0.1334571,0.1127,18.99,297,300.4,11.45,2.657142857,298.5285714,25.84,27.37,2,2389397,2391536.385
"2000/2001",2,19,"5/6/2000",200019,200005,2000,0,0,0,0,2,0,2,0.1343857,0.09815,70.68,296.6,300.5,17.46,2.428571429,298.5428571,24.1,27.81,0.6,2389397,2391662.231
"2000/2001",3,20,"5/13/2000",200020,200005,2000,0,0,0,0,0,0,0,0.1601286,0.08775,39.45,297.1,301.2,12.9,2.871428571,299.2785714,24.1,27.81,0.6,2389397,2391788.077
"2000/2001",4,21,"5/20/2000",200021,200005,2000,0,0,0,0,0,0,0,0.1126714,0.1144,20.63,297,301.7,4.4,2.928571429,299.4785714,24.1,27.81,0.6,2389397,2391913.923
"2000/2001",5,22,"5/27/2000",200022,200005,2000,0,0,1,0,1,0,2,0.1301571,0.11876,71.28,297.3,301.2,22.75,2.1,299.2071429,24.1,27.81,0.6,2389397,2392039.769
"2000/2001",6,23,"6/3/2000",200023,200006,2000,0,0,0,0,1,1,2,0.1188429,0.138175,19.67,297.7,301.9,3.2,2.7,300.1785714,22.25,28.11,-0.3,2389397,2392165.615
"2000/2001",7,24,"6/10/2000",200024,200006,2000,0,0,0,0,0,0,0,0.1521833,0.0902,75.29,297.5,301,40.53,2.214285714,299.2071429,22.25,28.11,-0.3,2389397,2392291.462
"2000/2001",8,25,"6/17/2000",200025,200006,2000,0,0,1,0,3,2,6,0.2421286,0.1623333,5.05,298.1,301.7,17.01,2.314285714,299.9571429,22.25,28.11,-0.3,2389397,2392417.308
"2000/2001",9,26,"6/24/2000",200026,200006,2000,0,0,0,0,2,1,3,0.1527333,0.1341,30.09,297.7,301.8,14.52,2.314285714,299.9714286,22.25,28.11,-0.3,2389397,2392543.154
"2000/2001",10,27,"7/1/2000",200027,200007,2000,0,0,1,0,5,0,6,0.06248333,0.07275,11.15,298.4,301.8,21.1,2.057142857,299.9571429,20.59,28.2,-0.3,2389397,2392669
"2000/2001",11,28,"7/8/2000",200028,200007,2000,0,0,1,0,1,0,2,0.2321714,0.17685,10.94,298.3,302.5,12.6,2.742857143,300.4428571,20.59,28.2,-0.3,2389397,2392794.846
"2000/2001",12,29,"7/15/2000",200029,200007,2000,0,0,0,0,3,0,3,0.2455143,0.18965,0,297.9,302.6,32.38,2.585714286,300.0642857,20.59,28.2,-0.3,2389397,2392920.692
"2000/2001",13,30,"7/22/2000",200030,200007,2000,0,0,0,0,2,0,2,0.2189714,0.3276,27.84,298.8,302.1,12.2,2.428571429,300.4142857,20.59,28.2,-0.3,2389397,2393046.538
