Animal Genome Size Data:: www.genomesize.com,,,,,,,,,,,,,
,,,,,,,,,,,,,
"Data downloaded under intellectual property agreement on Tuesday 06th of November 2012 02:10:15 AM by David Orme, d.orme@imperial.ac.uk",,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
Phylum,Sub Phylum,Class,Order,Family,Species,Common Name,C-value,Chrom num,Method,Cell type,Std sp,References,References
Chordata,Vertebrata,Mammalia,Rodentia,Heteromyidae,Dipodomys microps,Kangaroo rat,3.49,60.00,GCD,LV,MM,"Hatch, F.T., A.J. Bodner, J.A. Mazrimas, and D.H. Moore (1976). Satellite DNA and cytogenetic evolution: DNA quantity, satellite DNA and karyotypic variations in kangaroo rats (Genus Dipodomys). Chromosoma 58: 155-168.",
Chordata,Vertebrata,Mammalia,Rodentia,Heteromyidae,Dipodomys ordii compactus,Kangaroo rat,4.23,74.00,GCD,LV,MM,"Hatch, F.T., A.J. Bodner, J.A. Mazrimas, and D.H. Moore (1976). Satellite DNA and cytogenetic evolution: DNA quantity, satellite DNA and karyotypic variations in kangaroo rats (Genus Dipodomys). Chromosoma 58: 155-168.",
Chordata,Vertebrata,Mammalia,Rodentia,Heteromyidae,Dipodomys ordii monoensis,Kangaroo rat,4.72,72.00,GCD,LV,MM,"Hatch, F.T., A.J. Bodner, J.A. Mazrimas, and D.H. Moore (1976). Satellite DNA and cytogenetic evolution: DNA quantity, satellite DNA and karyotypic variations in kangaroo rats (Genus Dipodomys). Chromosoma 58: 155-168.",
Chordata,Vertebrata,Mammalia,Rodentia,Heteromyidae,Dipodomys panamintinus leucogenys,Kangaroo rat,3.45,64.00,GCD,LV,MM,"Hatch, F.T., A.J. Bodner, J.A. Mazrimas, and D.H. Moore (1976). Satellite DNA and cytogenetic evolution: DNA quantity, satellite DNA and karyotypic variations in kangaroo rats (Genus Dipodomys). Chromosoma 58: 155-168.",
Chordata,Vertebrata,Mammalia,Rodentia,Heteromyidae,Dipodomys spectabilis baileyi,Bannertail,4.16,72.00,GCD,LV,MM,"Hatch, F.T., A.J. Bodner, J.A. Mazrimas, and D.H. Moore (1976). Satellite DNA and cytogenetic evolution: DNA quantity, satellite DNA and karyotypic variations in kangaroo rats (Genus Dipodomys). Chromosoma 58: 155-168.",
Chordata,Vertebrata,Mammalia,Rodentia,Heteromyidae,Dipodomys spectabilis spectabilis,Bannertail,4.27,72.00,GCD,LV,MM,"Hatch, F.T., A.J. Bodner, J.A. Mazrimas, and D.H. Moore (1976). Satellite DNA and cytogenetic evolution: DNA quantity, satellite DNA and karyotypic variations in kangaroo rats (Genus Dipodomys). Chromosoma 58: 155-168.",
Chordata,Vertebrata,Mammalia,Rodentia,Heteromyidae,Heteromys anomalus,Trinidad spiny pocket mouse,2.77,60.00,FD,LK,"GD, MM","Redi, C.A., H. Zacharias, S. Merani, M. Oliveira-Miranda, M. Aguilera, M. Zuccotti, S. Garagna, and E. Capanna (2005). Genome sizes in Afrotheria, Xenartha, Euarchontoglires, and Laurasiatheria. Journal of Heredity 96: 485-493.",
Chordata,Vertebrata,Mammalia,Rodentia,Hystricidae,Hystrix africaenaustralis,Short-tailed porcupine,2.90,,FCM,SP,GD,"Gallardo, M.H., J.W. Bickham, G. Kausel, N. Köhler, and R.L. Honeycutt (2002).  Gradual and quantum genome size shifts in the hystricognath rodents.  Journal of Evolutionary Biology 16: 163-169.",
Chordata,Vertebrata,Mammalia,Rodentia,Muridae,Acomys cahirinus,Spiny mouse,2.64,38.00,FD,KC,MM,"Gamperl, R., C. Ehmann, and K. Bachmann (1982). Genome size and heterochromatin variation in rodents. Genetica 58: 199-212.",
Chordata,Vertebrata,Mammalia,Rodentia,Muridae,Akodon azarae,Pampean grassland mouse,2.43,38.00,FD,S,"HS, GD, MN, RN","Bianchi, N.O., C. Redi, C. Garagna, E. Capanna, and M.G. Manfredi Romanini (1983). Evolution of genome size in Akodon (Rodentia, Cricetidae). Journal of Molecular Evolution 19: 362-370.",
Chordata,Vertebrata,Mammalia,Rodentia,Muridae,Akodon dolores,Grass mouse,2.73,34.00,FD,S,"HS, GD, MN, RN","Bianchi, N.O., C. Redi, C. Garagna, E. Capanna, and M.G. Manfredi Romanini (1983). Evolution of genome size in Akodon (Rodentia, Cricetidae). Journal of Molecular Evolution 19: 362-370.",
Chordata,Vertebrata,Mammalia,Rodentia,Muridae,Akodon molinae,Grass mouse,2.92,42.00,FD,S,"HS, GD, MN, RN","Bianchi, N.O., C. Redi, C. Garagna, E. Capanna, and M.G. Manfredi Romanini (1983). Evolution of genome size in Akodon (Rodentia, Cricetidae). Journal of Molecular Evolution 19: 362-370.",
Chordata,Vertebrata,Mammalia,Rodentia,Muridae,Akodon mollis,Grass mouse,2.77,22.00,FD,S,"HS, GD, MN, RN","Bianchi, N.O., C. Redi, C. Garagna, E. Capanna, and M.G. Manfredi Romanini (1983). Evolution of genome size in Akodon (Rodentia, Cricetidae). Journal of Molecular Evolution 19: 362-370.",
Chordata,Vertebrata,Mammalia,Rodentia,Muridae,Akodon olivaceus,Grass mouse,3.05,,FD,LK,HS,"Manfredi Romanini, M.G. (1985). The nuclear content of desoxyribonucleic acid and some problems of Mammalian phylogenesis. Mammalia 49: 369-385.",
Chordata,Vertebrata,Mammalia,Rodentia,Muridae,Akodon xanthorhinus,Grass mouse,3.16,52.00,FD,LK,HS,"Manfredi Romanini, M.G. (1985). The nuclear content of desoxyribonucleic acid and some problems of Mammalian phylogenesis. Mammalia 49: 369-385.",
Chordata,Vertebrata,Mammalia,Rodentia,Muridae,Apodemus agrarius,Field mouse,3.11,48.00,FD,KC,MM,"Gamperl, R., C. Ehmann, and K. Bachmann (1982). Genome size and heterochromatin variation in rodents. Genetica 58: 199-212.",
Chordata,Vertebrata,Mammalia,Rodentia,Muridae,Apodemus flavicollis,Wood mouse,3.24,48.00,FD,KC,MM,"Gamperl, R., C. Ehmann, and K. Bachmann (1982). Genome size and heterochromatin variation in rodents. Genetica 58: 199-212.",
Chordata,Vertebrata,Mammalia,Rodentia,Muridae,Apodemus sylvaticus,Wood mouse,3.29,48.00,FCM,SP,"HS, RT","Vinogradov, A.E. (1998a). Genome size and GC-percent in vertebrates as determined by flow cytometry: the triangular relationship. Cytometry 31: 100-109.",
Chordata,Vertebrata,Mammalia,Rodentia,Muridae,Apodemus sylvaticus,Wood mouse,3.41,,FD,KC,MM,"Gamperl, R., C. Ehmann, and K. Bachmann (1982). Genome size and heterochromatin variation in rodents. Genetica 58: 199-212.",
Chordata,Vertebrata,Mammalia,Rodentia,Muridae,Arvicanthis sp.,African grass rat,3.11-3.40,44-62,FD,LK,"MM, BO","Garagna, S., M.V. Civitelli, N. Marziliano, R. Castiglia, M. Zuccotti, C.A. Redi, and E. Capanna (1999). Genome size variations are related to X-chromosome heterochromatin polymorphism in Arvicanthis sp. from Benin (West Africa). Italian Journal of Zoolog",
Chordata,Vertebrata,Mammalia,Rodentia,Muridae,Arvicola terrestris,Water vole,2.79,36.00,FD,KC,MM,"Gamperl, R., C. Ehmann, and K. Bachmann (1982). Genome size and heterochromatin variation in rodents. Genetica 58: 199-212.",
Chordata,Vertebrata,Mammalia,Rodentia,Muridae,Arvicola terrestris,Water vole,3.03,,FD,BR,MA,"Schmid, W. and M.F. Leppert (1968). Karyotyp, Heterochromatin und DNS-Werte bei 13 Arten von Wühlmäusen (Microtinae, Mammalia-Rodentia). Archiv der Julius Klaus - Stiftung für Verebungsforschung 43: 88-91.",
Chordata,Vertebrata,Mammalia,Rodentia,Muridae,Bolomys obscurus,Grass mouse,2.99,34.00,FD,S,"HS, GD, MN, RN","Bianchi, N.O., C. Redi, C. Garagna, E. Capanna, and M.G. Manfredi Romanini (1983). Evolution of genome size in Akodon (Rodentia, Cricetidae). Journal of Molecular Evolution 19: 362-370.",
Chordata,Vertebrata,Mammalia,Rodentia,Muridae,Bolomys sp.,Grass mouse,2.89,,FD,LK,HS,"Manfredi Romanini, M.G. (1985). The nuclear content of desoxyribonucleic acid and some problems of Mammalian phylogenesis. Mammalia 49: 369-385.",
Chordata,Vertebrata,Mammalia,Rodentia,Muridae,Calomys callosus callosus,Vesper mouse,2.80,36.00,FD,LK,HS,"Manfredi Romanini, M.G. (1985). The nuclear content of desoxyribonucleic acid and some problems of Mammalian phylogenesis. Mammalia 49: 369-385.",
Chordata,Vertebrata,Mammalia,Rodentia,Muridae,Calomys hummelincki,Hummelinck's vesper mouse,3.36,60.00,FD,LK,"GD, MM","Redi, C.A., H. Zacharias, S. Merani, M. Oliveira-Miranda, M. Aguilera, M. Zuccotti, S. Garagna, and E. Capanna (2005). Genome sizes in Afrotheria, Xenartha, Euarchontoglires, and Laurasiatheria. Journal of Heredity 96: 485-493.",
Chordata,Vertebrata,Mammalia,Rodentia,Muridae,Calomys laucha laucha,Vesper mouse,2.90,56.00,FD,LK,HS,"Manfredi Romanini, M.G. (1985). The nuclear content of desoxyribonucleic acid and some problems of Mammalian phylogenesis. Mammalia 49: 369-385.",
Chordata,Vertebrata,Mammalia,Rodentia,Muridae,Calomys laucha ssp.,Vesper mouse,3.47,64.00,FD,LK,HS,"Manfredi Romanini, M.G. (1985). The nuclear content of desoxyribonucleic acid and some problems of Mammalian phylogenesis. Mammalia 49: 369-385.",
Chordata,Vertebrata,Mammalia,Rodentia,Muridae,Calomys musculinus,Vesper mouse,3.10,38.00,FD,LK,HS,"Manfredi Romanini, M.G. (1985). The nuclear content of desoxyribonucleic acid and some problems of Mammalian phylogenesis. Mammalia 49: 369-385.",
Chordata,Vertebrata,Mammalia,Rodentia,Muridae,Calomyscus mystax,Mouse-like hamster,3.11,,FCM,SP,"HS, RT","Vinogradov, A.E. (1998a). Genome size and GC-percent in vertebrates as determined by flow cytometry: the triangular relationship. Cytometry 31: 100-109.",
Chordata,Vertebrata,Mammalia,Rodentia,Muridae,Clethrionomys glareolus,Red-backed mouse,2.81,56.00,FD,LK,HS,"Manfredi Romanini, M.G. (1985). The nuclear content of desoxyribonucleic acid and some problems of Mammalian phylogenesis. Mammalia 49: 369-385.",
Chordata,Vertebrata,Mammalia,Rodentia,Muridae,Clethrionomys glareolus,Red-backed mouse,2.81,,FD,KC,MM,"Gamperl, R., C. Ehmann, and K. Bachmann (1982). Genome size and heterochromatin variation in rodents. Genetica 58: 199-212.",
Chordata,Vertebrata,Mammalia,Rodentia,Muridae,Clethrionomys glareolus,Red-backed mouse,2.93,,FD,BR,MA,"Schmid, W. and M.F. Leppert (1968). Karyotyp, Heterochromatin und DNS-Werte bei 13 Arten von Wühlmäusen (Microtinae, Mammalia-Rodentia). Archiv der Julius Klaus - Stiftung für Verebungsforschung 43: 88-91.",
Chordata,Vertebrata,Mammalia,Rodentia,Muridae,Clethrionomys rufocanus,Red-backed mouse,3.19,56.00,FD,KC,MM,"Gamperl, R., C. Ehmann, and K. Bachmann (1982). Genome size and heterochromatin variation in rodents. Genetica 58: 199-212.",
Chordata,Vertebrata,Mammalia,Rodentia,Muridae,Clethrionomys rutilus,Red-backed mouse,2.99,56.00,FD,BR,MA,"Schmid, W. and M.F. Leppert (1968). Karyotyp, Heterochromatin und DNS-Werte bei 13 Arten von Wühlmäusen (Microtinae, Mammalia-Rodentia). Archiv der Julius Klaus - Stiftung für Verebungsforschung 43: 88-91.",
Chordata,Vertebrata,Mammalia,Rodentia,Muridae,Cremnomys cutchicus,Indian desert rat,3.18,,FD,"LG, EP",HS,"Kato, H., M. Harada, K. Tsuchiya, and K. Moriwaki (1980). Absence of correlation between DNA repair in ultraviolet irradiated mammalian cells and life span of the donor species. Japanese Journal of Genetics 55: 99-108.",
Chordata,Vertebrata,Mammalia,Rodentia,Muridae,Cricetulus griseus,Chinese hamster,3.05,,FD,"FB, TC",HS,"Greilhuber, J., M. Volleth, and J. Loidl (1983). Genome size of man and animals relative to the plant Allium cepa. Canadian Journal of Genetics and Cytology 25: 554-560.",
Chordata,Vertebrata,Mammalia,Rodentia,Muridae,Cricetulus griseus,Chinese hamster,3.20,22.00,FD,"LG, EP",HS,"Kato, H., M. Harada, K. Tsuchiya, and K. Moriwaki (1980). Absence of correlation between DNA repair in ultraviolet irradiated mammalian cells and life span of the donor species. Japanese Journal of Genetics 55: 99-108.",
Chordata,Vertebrata,Mammalia,Rodentia,Muridae,Cricetulus griseus,Chinese hamster,3.99,,FD,LV,HS,"Bachmann, K. (1972). Genome size in mammals. Chromosoma 35: 85-93.",
Chordata,Vertebrata,Mammalia,Rodentia,Muridae,Cricetus cricetus,Common hamster,3.44,,FD,"LG, EP",HS,"Kato, H., M. Harada, K. Tsuchiya, and K. Moriwaki (1980). Absence of correlation between DNA repair in ultraviolet irradiated mammalian cells and life span of the donor species. Japanese Journal of Genetics 55: 99-108.",
Chordata,Vertebrata,Mammalia,Rodentia,Muridae,Cricetus cricetus,Common hamster,3.57,22.00,FCM,SP,"HS, RT","Vinogradov, A.E. (1998a). Genome size and GC-percent in vertebrates as determined by flow cytometry: the triangular relationship. Cytometry 31: 100-109.",
Chordata,Vertebrata,Mammalia,Rodentia,Muridae,Eligmodontia sp.,Highland desert mouse,2.83,50.00,FD,LK,HS,"Manfredi Romanini, M.G. (1985). The nuclear content of desoxyribonucleic acid and some problems of Mammalian phylogenesis. Mammalia 49: 369-385.",
Chordata,Vertebrata,Mammalia,Rodentia,Muridae,Ellobius fuscocapillus,Mole-lemming,3.70,36.00,FD,LV,MM,"Lyapunova, E.A., N.A. Lyapunova, and N.N. Vorontsov (1979). Genetics of Ellobius (Rodentia). II. DNA content and size of nuclei in species with divisible changes in diploid sets of chromosomes [in Russian]. Genetika 15: 1480-1483.",
Chordata,Vertebrata,Mammalia,Rodentia,Muridae,Ellobius lutescens,Mole-lemming,2.87,,FD,BR,MA,"Schmid, W. and M.F. Leppert (1968). Karyotyp, Heterochromatin und DNS-Werte bei 13 Arten von Wühlmäusen (Microtinae, Mammalia-Rodentia). Archiv der Julius Klaus - Stiftung für Verebungsforschung 43: 88-91.",
Chordata,Vertebrata,Mammalia,Rodentia,Muridae,Ellobius lutescens,Mole-lemming,3.04,18.00,FD,LV,MM,"Lyapunova, E.A., N.A. Lyapunova, and N.N. Vorontsov (1979). Genetics of Ellobius (Rodentia). II. DNA content and size of nuclei in species with divisible changes in diploid sets of chromosomes [in Russian]. Genetika 15: 1480-1483.",
Chordata,Vertebrata,Mammalia,Rodentia,Muridae,Ellobius talpinus,Mole-lemming,2.99,52-54,FD,LV,MM,"Lyapunova, E.A., N.A. Lyapunova, and N.N. Vorontsov (1979). Genetics of Ellobius (Rodentia). II. DNA content and size of nuclei in species with divisible changes in diploid sets of chromosomes [in Russian]. Genetika 15: 1480-1483.",
Chordata,Vertebrata,Mammalia,Rodentia,Muridae,Gerbillus campestris,Northern pygmy gerbil,3.64,56.00,FD,KC,MM,"Gamperl, R., C. Ehmann, and K. Bachmann (1982). Genome size and heterochromatin variation in rodents. Genetica 58: 199-212.",
Chordata,Vertebrata,Mammalia,Rodentia,Muridae,Gerbillus pyramidum,Northern pygmy gerbil,4.00,40.00,FD,KC,MM,"Gamperl, R., C. Ehmann, and K. Bachmann (1982). Genome size and heterochromatin variation in rodents. Genetica 58: 199-212.",
Chordata,Vertebrata,Mammalia,Rodentia,Muridae,Graomys centralis,N/A,3.69,42.00,FCM,"KC, SP",GD,"Ramirez, P.B., J.W. Bickham, J.K. Braun, and M.A. Mares (2001). Geographic variation in genome size of Graomys griseoflavus (Rodentia: Muridae). Journal of Mammalogy 82: 102-108.",
Chordata,Vertebrata,Mammalia,Rodentia,Muridae,Graomys griseoflavus,N/A,2.81,36.00,FCM,"KC, SP",GD,"Ramirez, P.B., J.W. Bickham, J.K. Braun, and M.A. Mares (2001). Geographic variation in genome size of Graomys griseoflavus (Rodentia: Muridae). Journal of Mammalogy 82: 102-108.",
Chordata,Vertebrata,Mammalia,Rodentia,Muridae,Holochilus brasiliensis,Marsh rat,3.26,48.00,FD,LK,HS,"Manfredi Romanini, M.G. (1985). The nuclear content of desoxyribonucleic acid and some problems of Mammalian phylogenesis. Mammalia 49: 369-385.",
Chordata,Vertebrata,Mammalia,Rodentia,Muridae,Meriones unguiculatus,Jird,3.64,44.00,FD,LV,HS,"Bachmann, K. (1972). Genome size in mammals. Chromosoma 35: 85-93.",
Chordata,Vertebrata,Mammalia,Rodentia,Muridae,Mesocricetus auratus,Golden hamster,2.80,,SCF,LK,HS,"De Smet, W.H.O. (1981). The nuclear Feulgen-DNA content of the vertebrates (especially reptiles), as measured by fluorescence cytophotometry, with notes on the cell and chromosome size. Acta Zoologica et Pathologica Antverpiensia 76: 119-167.",
Chordata,Vertebrata,Mammalia,Rodentia,Muridae,Mesocricetus auratus,Golden hamster,3.21,,FD,LV,MM,"Atkin, N.B., G. Mattinson, W. Beçak, and S. Ohno (1965). The comparative DNA content of 19 species of placental mammals, reptiles, and birds. Chromosoma 17: 1-10.",
Chordata,Vertebrata,Mammalia,Rodentia,Muridae,Mesocricetus auratus,Golden hamster,3.43,44.00,FCM,SP,"HS, RT","Vinogradov, A.E. (1998a). Genome size and GC-percent in vertebrates as determined by flow cytometry: the triangular relationship. Cytometry 31: 100-109.",
Chordata,Vertebrata,Mammalia,Rodentia,Muridae,Mesocricetus auratus,Golden hamster,3.54,,FD,"LG, EP",HS,"Kato, H., M. Harada, K. Tsuchiya, and K. Moriwaki (1980). Absence of correlation between DNA repair in ultraviolet irradiated mammalian cells and life span of the donor species. Japanese Journal of Genetics 55: 99-108.",
Chordata,Vertebrata,Mammalia,Rodentia,Muridae,Mesocricetus auratus,Golden hamster,3.59,,FD,KC,MM,"Gamperl, R., C. Ehmann, and K. Bachmann (1982). Genome size and heterochromatin variation in rodents. Genetica 58: 199-212.",
Chordata,Vertebrata,Mammalia,Rodentia,Muridae,Mesocricetus auratus,Golden hamster,4.62,,FD,LV,HS,"Bachmann, K. (1972). Genome size in mammals. Chromosoma 35: 85-93.",
Chordata,Vertebrata,Mammalia,Rodentia,Muridae,Microryzomys minutus,Forest small rice rat,2.78,58.00,FD,LK,"GD, MM","Redi, C.A., H. Zacharias, S. Merani, M. Oliveira-Miranda, M. Aguilera, M. Zuccotti, S. Garagna, and E. Capanna (2005). Genome sizes in Afrotheria, Xenartha, Euarchontoglires, and Laurasiatheria. Journal of Heredity 96: 485-493.",
Chordata,Vertebrata,Mammalia,Rodentia,Muridae,Microtus agrestis,Field vole,3.42,50.00,FD,KC,MM,"Gamperl, R., C. Ehmann, and K. Bachmann (1982). Genome size and heterochromatin variation in rodents. Genetica 58: 199-212.",
Chordata,Vertebrata,Mammalia,Rodentia,Muridae,Microtus arvalis,Vole,2.91,,FD,BR,MA,"Schmid, W. and M.F. Leppert (1968). Karyotyp, Heterochromatin und DNS-Werte bei 13 Arten von Wühlmäusen (Microtinae, Mammalia-Rodentia). Archiv der Julius Klaus - Stiftung für Verebungsforschung 43: 88-91.",
Chordata,Vertebrata,Mammalia,Rodentia,Muridae,Microtus arvalis,Vole,2.92,46.00,FD,KC,MM,"Gamperl, R., C. Ehmann, and K. Bachmann (1982). Genome size and heterochromatin variation in rodents. Genetica 58: 199-212.",
Chordata,Vertebrata,Mammalia,Rodentia,Muridae,Microtus californicus,Vole,2.62,54.00,FD,BR,MA,"Schmid, W. and M.F. Leppert (1968). Karyotyp, Heterochromatin und DNS-Werte bei 13 Arten von Wühlmäusen (Microtinae, Mammalia-Rodentia). Archiv der Julius Klaus - Stiftung für Verebungsforschung 43: 88-91.",
Chordata,Vertebrata,Mammalia,Rodentia,Muridae,Microtus duodecimcostatus,Vole,2.50,62.00,FD,KC,MM,"Gamperl, R., C. Ehmann, and K. Bachmann (1982). Genome size and heterochromatin variation in rodents. Genetica 58: 199-212.",
Chordata,Vertebrata,Mammalia,Rodentia,Muridae,Microtus longicaudatus,Vole,2.83,56.00,FD,BR,MA,"Schmid, W. and M.F. Leppert (1968). Karyotyp, Heterochromatin und DNS-Werte bei 13 Arten von Wühlmäusen (Microtinae, Mammalia-Rodentia). Archiv der Julius Klaus - Stiftung für Verebungsforschung 43: 88-91.",
Chordata,Vertebrata,Mammalia,Rodentia,Muridae,Microtus montanus,Vole,3.12,22.00,FD,BR,MA,"Schmid, W. and M.F. Leppert (1968). Karyotyp, Heterochromatin und DNS-Werte bei 13 Arten von Wühlmäusen (Microtinae, Mammalia-Rodentia). Archiv der Julius Klaus - Stiftung für Verebungsforschung 43: 88-91.",
Chordata,Vertebrata,Mammalia,Rodentia,Muridae,Microtus ochragaster,Prairie vole,2.87,54.00,FD,BR,MA,"Schmid, W. and M.F. Leppert (1968). Karyotyp, Heterochromatin und DNS-Werte bei 13 Arten von Wühlmäusen (Microtinae, Mammalia-Rodentia). Archiv der Julius Klaus - Stiftung für Verebungsforschung 43: 88-91.",
Chordata,Vertebrata,Mammalia,Rodentia,Muridae,Microtus oeconomus,Vole,2.61,30.00,FD,BR,MA,"Schmid, W. and M.F. Leppert (1968). Karyotyp, Heterochromatin und DNS-Werte bei 13 Arten von Wühlmäusen (Microtinae, Mammalia-Rodentia). Archiv der Julius Klaus - Stiftung für Verebungsforschung 43: 88-91.",
Chordata,Vertebrata,Mammalia,Rodentia,Muridae,Microtus oregoni,Vole,2.95,18.00,FD,LV,MM,"Atkin, N.B., G. Mattinson, W. Beçak, and S. Ohno (1965). The comparative DNA content of 19 species of placental mammals, reptiles, and birds. Chromosoma 17: 1-10.",
Chordata,Vertebrata,Mammalia,Rodentia,Muridae,Microtus pennsylvanicus,Meadow vole,2.63,46.00,FD,BR,MA,"Schmid, W. and M.F. Leppert (1968). Karyotyp, Heterochromatin und DNS-Werte bei 13 Arten von Wühlmäusen (Microtinae, Mammalia-Rodentia). Archiv der Julius Klaus - Stiftung für Verebungsforschung 43: 88-91.",
Chordata,Vertebrata,Mammalia,Rodentia,Muridae,Microtus subterraneus,Vole,2.58,52.00,FD,KC,MM,"Gamperl, R., C. Ehmann, and K. Bachmann (1982). Genome size and heterochromatin variation in rodents. Genetica 58: 199-212.",
Chordata,Vertebrata,Mammalia,Rodentia,Muridae,Mus caroli,Ryukyu mouse,3.02,40.00,FD,LK,"GD, MM","Redi, C.A., H. Zacharias, S. Merani, M. Oliveira-Miranda, M. Aguilera, M. Zuccotti, S. Garagna, and E. Capanna (2005). Genome sizes in Afrotheria, Xenartha, Euarchontoglires, and Laurasiatheria. Journal of Heredity 96: 485-493.",
Chordata,Vertebrata,Mammalia,Rodentia,Muridae,Mus cervicolor,Fawn-colored mouse,2.98,40.00,FD,LK,"GD, MM","Redi, C.A., H. Zacharias, S. Merani, M. Oliveira-Miranda, M. Aguilera, M. Zuccotti, S. Garagna, and E. Capanna (2005). Genome sizes in Afrotheria, Xenartha, Euarchontoglires, and Laurasiatheria. Journal of Heredity 96: 485-493.",
Chordata,Vertebrata,Mammalia,Rodentia,Muridae,Mus cookii,Cook's mouse,3.07,40.00,FD,LK,"GD, MM","Redi, C.A., H. Zacharias, S. Merani, M. Oliveira-Miranda, M. Aguilera, M. Zuccotti, S. Garagna, and E. Capanna (2005). Genome sizes in Afrotheria, Xenartha, Euarchontoglires, and Laurasiatheria. Journal of Heredity 96: 485-493.",
Chordata,Vertebrata,Mammalia,Rodentia,Muridae,Mus macedonicus,Macedonian mouse,3.10,40.00,FD,LK,"GD, MM","Redi, C.A., H. Zacharias, S. Merani, M. Oliveira-Miranda, M. Aguilera, M. Zuccotti, S. Garagna, and E. Capanna (2005). Genome sizes in Afrotheria, Xenartha, Euarchontoglires, and Laurasiatheria. Journal of Heredity 96: 485-493.",
Chordata,Vertebrata,Mammalia,Rodentia,Muridae,Mus musculus,House mouse,2.45,,SCF,LK,HS,"De Smet, W.H.O. (1981). The nuclear Feulgen-DNA content of the vertebrates (especially reptiles), as measured by fluorescence cytophotometry, with notes on the cell and chromosome size. Acta Zoologica et Pathologica Antverpiensia 76: 119-167.",
Chordata,Vertebrata,Mammalia,Rodentia,Muridae,Mus musculus,House mouse,2.92,,BCA,KC,HS,"Vendrely, R. and C. Vendrely (1949). La teneur du noyau cellulaire en acide désoxyribonucléique à travers les organes, les individus et les espèces animales: Etude particulière des Mammifères. Experientia 5: 327-329.",
Chordata,Vertebrata,Mammalia,Rodentia,Muridae,Mus musculus,House mouse,3.25,40.00,FCM,SP,"HS, RT","Vinogradov, A.E. (1998a). Genome size and GC-percent in vertebrates as determined by flow cytometry: the triangular relationship. Cytometry 31: 100-109.",
Chordata,Vertebrata,Mammalia,Rodentia,Muridae,Mus musculus,House mouse,3.26,,FCM,LK,HS,"Pellicciari, C., E. Ronchetti, D. Formenti, R. Stanyon, and M.G. Manfredi Romanini (1990a). Genome size and ""C-heterochromatic-DNA"" in man and the African apes. Human Evolution 5: 261-267.",
Chordata,Vertebrata,Mammalia,Rodentia,Muridae,Mus musculus,House mouse,3.26,,FD,LK,HS,"Manfredi Romanini, M.G. (1985). The nuclear content of desoxyribonucleic acid and some problems of Mammalian phylogenesis. Mammalia 49: 369-385.",
Chordata,Vertebrata,Mammalia,Rodentia,Muridae,Mus musculus,House mouse,3.28,,FIA,LV,MM,T.R. Gregory. Unpublished Data,
Chordata,Vertebrata,Mammalia,Rodentia,Muridae,Mus musculus,House mouse,3.31,,FD,"LG, EP",HS,"Kato, H., M. Harada, K. Tsuchiya, and K. Moriwaki (1980). Absence of correlation between DNA repair in ultraviolet irradiated mammalian cells and life span of the donor species. Japanese Journal of Genetics 55: 99-108.",
Chordata,Vertebrata,Mammalia,Rodentia,Muridae,Mus musculus,House mouse,3.35,,FCM,LK,GD,"Peterson, D.G., S.M. Stack, J.L. Healy, B.S. Donohoe, and L.K. Anderson (1994). The relationship between synaptonemal complex length and genome size in four vertebrate classes (Osteichthyes, Reptilia, Aves, Mammalia). Chromosome Research 2: 153-162.",
Chordata,Vertebrata,Mammalia,Rodentia,Muridae,Mus musculus,House mouse,3.38,,FD,"FB, TC",HS,"Greilhuber, J., M. Volleth, and J. Loidl (1983). Genome size of man and animals relative to the plant Allium cepa. Canadian Journal of Genetics and Cytology 25: 554-560.",
Chordata,Vertebrata,Mammalia,Rodentia,Muridae,Mus musculus,House mouse,3.45,,FD,LK,HS,"Manfredi Romanini, M.G., M. Minazza, and E. Capanna (1971). DNA nuclear content in lymphocytes from Mus musculus L. and Mus poschiavinus Fatio. Bolletino di Zoologia 38: 321-326.",
Chordata,Vertebrata,Mammalia,Rodentia,Muridae,Mus musculus,House mouse,3.52,,FD,LK,HS,"Utsumi, K. (1959). Quantitative studies of nucleic acid in the cell by microspectrophotometry. III. Nucleic acid contents in the cancer cells. Acta Medica Okayama 14: 1-13.",
Chordata,Vertebrata,Mammalia,Rodentia,Muridae,Mus musculus,House mouse,4.03,,FD,LV,HS,"Bachmann, K. (1972). Genome size in mammals. Chromosoma 35: 85-93.",
Chordata,Vertebrata,Mammalia,Rodentia,Muridae,Mus musculus bactrianus,Southwestern Asian house mouse,3.08,40.00,FD,LK,"GD, MM","Redi, C.A., H. Zacharias, S. Merani, M. Oliveira-Miranda, M. Aguilera, M. Zuccotti, S. Garagna, and E. Capanna (2005). Genome sizes in Afrotheria, Xenartha, Euarchontoglires, and Laurasiatheria. Journal of Heredity 96: 485-493.",
Chordata,Vertebrata,Mammalia,Rodentia,Muridae,Mus musculus castaneus,Southeastern Asian house mouse,3.07,40.00,FD,LK,"GD, MM","Redi, C.A., H. Zacharias, S. Merani, M. Oliveira-Miranda, M. Aguilera, M. Zuccotti, S. Garagna, and E. Capanna (2005). Genome sizes in Afrotheria, Xenartha, Euarchontoglires, and Laurasiatheria. Journal of Heredity 96: 485-493.",
