Numbers,OriginalID,FinalID,Resource,ResCommon,ResIDLevel,ResKingdom,ResPhylum,ResClass,ResOrder,ResFamily,ResGenus,ResSpecies,ResTrophic,ResTrophicGroup_citation,ResType,ResStage,ResThermy,,,,
13762,38162,MTD1698,Mytilus edulis,blue mussel,species,Animalia,Mollusca,Bivalvia,Mytiloida,Mytilidae,Mytilus,Mytilus edulis,omnivore,NA,alive,adult,ectotherm,,,,
13764,38163,MTD1699,Mytilus edulis,blue mussel,species,Animalia,Mollusca,Bivalvia,Mytiloida,Mytilidae,Mytilus,Mytilus edulis,omnivore,NA,alive,adult,ectotherm,,,,
13766,38164,MTD1700,Mytilus edulis,blue mussel,species,Animalia,Mollusca,Bivalvia,Mytiloida,Mytilidae,Mytilus,Mytilus edulis,omnivore,NA,alive,adult,ectotherm,,,,
13768,38165,MTD1701,Mytilus edulis,blue mussel,species,Animalia,Mollusca,Bivalvia,Mytiloida,Mytilidae,Mytilus,Mytilus edulis,omnivore,NA,alive,adult,ectotherm,,,,
13770,38166,MTD1702,Mytilus edulis,blue mussel,species,Animalia,Mollusca,Bivalvia,Mytiloida,Mytilidae,Mytilus,Mytilus edulis,omnivore,NA,alive,adult,ectotherm,,,,
13772,38167,MTD1703,Mytilus edulis,blue mussel,species,Animalia,Mollusca,Bivalvia,Mytiloida,Mytilidae,Mytilus,Mytilus edulis,omnivore,NA,alive,adult,ectotherm,,,,
13774,38168,MTD1704,Mytilus edulis,blue mussel,species,Animalia,Mollusca,Bivalvia,Mytiloida,Mytilidae,Mytilus,Mytilus edulis,omnivore,NA,alive,adult,ectotherm,,,,
13776,38169,MTD1705,Mytilus edulis,blue mussel,species,Animalia,Mollusca,Bivalvia,Mytiloida,Mytilidae,Mytilus,Mytilus edulis,omnivore,NA,alive,adult,ectotherm,,,,
13778,38170,MTD1706,Mytilus edulis,blue mussel,species,Animalia,Mollusca,Bivalvia,Mytiloida,Mytilidae,Mytilus,Mytilus edulis,omnivore,NA,alive,adult,ectotherm,,,,
13780,38171,MTD1707,Mytilus edulis,blue mussel,species,Animalia,Mollusca,Bivalvia,Mytiloida,Mytilidae,Mytilus,Mytilus edulis,omnivore,NA,alive,adult,ectotherm,,,,
13782,38172,MTD1708,Mytilus edulis,blue mussel,species,Animalia,Mollusca,Bivalvia,Mytiloida,Mytilidae,Mytilus,Mytilus edulis,omnivore,NA,alive,adult,ectotherm,,,,
13784,38173,MTD1709,Salmo salar,atlantic salmon,species,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Salmo,Salmo salar,carnivore,http://en.wikipedia.org/wiki/Salmonidae,alive,juvenile,ectotherm,,,,
13791,38174,MTD1710,Salmo salar,atlantic salmon,species,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Salmo,Salmo salar,carnivore,http://en.wikipedia.org/wiki/Salmonidae,alive,juvenile,ectotherm,,,,
13798,38175,MTD1711,Delia antiqua,onion maggot fly,species,Animalia,Arthropoda,Insecta,Diptera,Anthomyiidae,Delia,Delia antiqua,self,http://www.cropinfo.net/AnnualReports/1998/maggot.onion.html,alive,egg,ectotherm,,,,
13801,38176,MTD1712,Mus musculus,white mouse,species,Animalia,Chordata,Mammalia,Rodentia,Muridae,Mus,Mus musculus,omnivore,http://animaldiversity.ummz.umich.edu/site/accounts/information/Mus_musculus.html,alive,adult,endotherm,,,,
13805,38177,MTD1713,Mus musculus,white mouse,species,Animalia,Chordata,Mammalia,Rodentia,Muridae,Mus,Mus musculus,omnivore,http://animaldiversity.ummz.umich.edu/site/accounts/information/Mus_musculus.html,alive,adult,endotherm,,,,
13809,38178,MTD1714,Mus musculus,white mouse,species,Animalia,Chordata,Mammalia,Rodentia,Muridae,Mus,Mus musculus,omnivore,http://animaldiversity.ummz.umich.edu/site/accounts/information/Mus_musculus.html,alive,adult,endotherm,,,,
13813,38179,MTD1715,Mus musculus,white mouse,species,Animalia,Chordata,Mammalia,Rodentia,Muridae,Mus,Mus musculus,omnivore,http://animaldiversity.ummz.umich.edu/site/accounts/information/Mus_musculus.html,alive,adult,endotherm,,,,
13817,38180,MTD1716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
13820,38181,MTD1717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
13823,38182,MTD1718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
13826,38186,MTD1719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
13829,38187,MTD1720,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
13832,38188,MTD1721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
13835,38189,MTD1722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
13838,38190,MTD1723,Danio rerio,zebra danio,species,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Danio,Danio rerio,omnivore,NA,alive,larvae,ectotherm,,,,
13842,38191,MTD1724,Clupea harengus,atlantic herring,species,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,Clupea harengus,herbivore,http://en.wikipedia.org/wiki/Herring#Diet,alive,larvae,ectotherm,,,,
13916,38192,MTD1725,Clupea harengus,atlantic herring,species,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,Clupea harengus,herbivore,http://en.wikipedia.org/wiki/Herring#Diet,alive,larvae,ectotherm,,,,
13958,38193,MTD1726,Clupea harengus,atlantic herring,species,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,Clupea harengus,herbivore,http://en.wikipedia.org/wiki/Herring#Diet,alive,larvae,ectotherm,,,,
13998,38194,MTD1727,Clupea harengus,atlantic herring,species,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,Clupea harengus,herbivore,http://en.wikipedia.org/wiki/Herring#Diet,alive,larvae,ectotherm,,,,
14000,38195,MTD1728,Clupea harengus,atlantic herring,species,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,Clupea harengus,herbivore,http://en.wikipedia.org/wiki/Herring#Diet,alive,larvae,ectotherm,,,,
14002,38196,MTD1729,Clupea harengus,atlantic herring,species,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,Clupea harengus,herbivore,http://en.wikipedia.org/wiki/Herring#Diet,alive,larvae,ectotherm,,,,
14004,38197,MTD1730,Clupea harengus,atlantic herring,species,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,Clupea harengus,herbivore,http://en.wikipedia.org/wiki/Herring#Diet,alive,larvae,ectotherm,,,,
14006,38198,MTD1731,Clupea harengus,atlantic herring,species,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,Clupea harengus,herbivore,http://en.wikipedia.org/wiki/Herring#Diet,alive,larvae,ectotherm,,,,
14008,38203,MTD1732,Pleuronectes platessa,european plaice,species,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Pleuronectidae,Pleuronectes,Pleuronectes platessa,carnivore,http://web.ukonline.co.uk/aquarium/pages/plaice.html,alive,juvenile,ectotherm,,,,
14010,38204,MTD1733,Pleuronectes platessa,european plaice,species,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Pleuronectidae,Pleuronectes,Pleuronectes platessa,carnivore,http://web.ukonline.co.uk/aquarium/pages/plaice.html,alive,juvenile,ectotherm,,,,
14012,38205,MTD1734,Clupea harengus,atlantic herring,species,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,Clupea harengus,omnivore,http://en.wikipedia.org/wiki/Herring#Diet,alive,juvenile,ectotherm,,,,
14014,38206,MTD1735,Clupea harengus,atlantic herring,species,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,Clupea harengus,omnivore,http://en.wikipedia.org/wiki/Herring#Diet,alive,juvenile,ectotherm,,,,
14016,38207,MTD1736,Pleuronectes platessa,european plaice,species,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Pleuronectidae,Pleuronectes,Pleuronectes platessa,carnivore,http://web.ukonline.co.uk/aquarium/pages/plaice.html,alive,juvenile,ectotherm,,,,
14018,38208,MTD1737,Pleuronectes platessa,european plaice,species,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Pleuronectidae,Pleuronectes,Pleuronectes platessa,carnivore,http://web.ukonline.co.uk/aquarium/pages/plaice.html,alive,juvenile,ectotherm,,,,
14020,38209,MTD1738,Clupea harengus,atlantic herring,species,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,Clupea harengus,omnivore,http://en.wikipedia.org/wiki/Herring#Diet,alive,juvenile,ectotherm,,,,
14022,38210,MTD1739,Clupea harengus,atlantic herring,species,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,Clupea harengus,omnivore,http://en.wikipedia.org/wiki/Herring#Diet,alive,juvenile,ectotherm,,,,
14024,38211,MTD1740,Clupea harengus,atlantic herring,species,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,Clupea harengus,omnivore,http://en.wikipedia.org/wiki/Herring#Diet,alive,juvenile,ectotherm,,,,
14026,38212,MTD1741,Clupea harengus,atlantic herring,species,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,Clupea harengus,omnivore,http://en.wikipedia.org/wiki/Herring#Diet,alive,juvenile,ectotherm,,,,
14028,38215,MTD1742,Clupea harengus,atlantic herring,species,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,Clupea harengus,omnivore,http://en.wikipedia.org/wiki/Herring#Diet,alive,juvenile,ectotherm,,,,
14030,38216,MTD1743,Clupea harengus,atlantic herring,species,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,Clupea harengus,omnivore,http://en.wikipedia.org/wiki/Herring#Diet,alive,juvenile,ectotherm,,,,
14032,38217,MTD1744,Pleuronectes platessa,european plaice,species,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Pleuronectidae,Pleuronectes,Pleuronectes platessa,carnivore,http://web.ukonline.co.uk/aquarium/pages/plaice.html,alive,juvenile,ectotherm,,,,
14034,38218,MTD1745,Pleuronectes platessa,european plaice,species,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Pleuronectidae,Pleuronectes,Pleuronectes platessa,carnivore,http://web.ukonline.co.uk/aquarium/pages/plaice.html,alive,juvenile,ectotherm,,,,
14036,38219,MTD1746,Pleuronectes platessa,european plaice,species,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Pleuronectidae,Pleuronectes,Pleuronectes platessa,carnivore,http://web.ukonline.co.uk/aquarium/pages/plaice.html,alive,juvenile,ectotherm,,,,
14038,38220,MTD1747,Pleuronectes platessa,european plaice,species,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Pleuronectidae,Pleuronectes,Pleuronectes platessa,carnivore,http://web.ukonline.co.uk/aquarium/pages/plaice.html,alive,juvenile,ectotherm,,,,
14040,38221,MTD1748,Clupea harengus,atlantic herring,species,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,Clupea harengus,omnivore,http://en.wikipedia.org/wiki/Herring#Diet,alive,juvenile,ectotherm,,,,
14042,38222,MTD1749,Clupea harengus,atlantic herring,species,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,Clupea harengus,omnivore,http://en.wikipedia.org/wiki/Herring#Diet,alive,juvenile,ectotherm,,,,
14044,38223,MTD1750,Clupea harengus,atlantic herring,species,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,Clupea harengus,omnivore,http://en.wikipedia.org/wiki/Herring#Diet,alive,juvenile,ectotherm,,,,
14046,38224,MTD1751,Clupea harengus,atlantic herring,species,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,Clupea harengus,omnivore,http://en.wikipedia.org/wiki/Herring#Diet,alive,juvenile,ectotherm,,,,
14048,38225,MTD1752,Clupea harengus,atlantic herring,species,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,Clupea harengus,omnivore,http://en.wikipedia.org/wiki/Herring#Diet,alive,juvenile,ectotherm,,,,
14050,38226,MTD1753,Clupea harengus,atlantic herring,species,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,Clupea harengus,omnivore,http://en.wikipedia.org/wiki/Herring#Diet,alive,juvenile,ectotherm,,,,
14052,38227,MTD1754,Clupea harengus,atlantic herring,species,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,Clupea harengus,omnivore,http://en.wikipedia.org/wiki/Herring#Diet,alive,juvenile,ectotherm,,,,
14054,38228,MTD1755,Clupea harengus,atlantic herring,species,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,Clupea harengus,omnivore,http://en.wikipedia.org/wiki/Herring#Diet,alive,juvenile,ectotherm,,,,
14056,38229,MTD1756,Clupea harengus,atlantic herring,species,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,Clupea harengus,omnivore,http://en.wikipedia.org/wiki/Herring#Diet,alive,juvenile,ectotherm,,,,
14058,38230,MTD1757,Clupea harengus,atlantic herring,species,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,Clupea harengus,omnivore,http://en.wikipedia.org/wiki/Herring#Diet,alive,juvenile,ectotherm,,,,
14060,38231,MTD1758,Clupea harengus,atlantic herring,species,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,Clupea harengus,omnivore,http://en.wikipedia.org/wiki/Herring#Diet,alive,juvenile,ectotherm,,,,
14062,38232,MTD1759,Clupea harengus,atlantic herring,species,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,Clupea harengus,omnivore,http://en.wikipedia.org/wiki/Herring#Diet,alive,juvenile,ectotherm,,,,
14064,38234,MTD1760,Pleuronectes platessa,european plaice,species,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Pleuronectidae,Pleuronectes,Pleuronectes platessa,carnivore,http://web.ukonline.co.uk/aquarium/pages/plaice.html,alive,juvenile,ectotherm,,,,
14066,38235,MTD1761,Pleuronectes platessa,european plaice,species,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Pleuronectidae,Pleuronectes,Pleuronectes platessa,carnivore,http://web.ukonline.co.uk/aquarium/pages/plaice.html,alive,juvenile,ectotherm,,,,
14068,38236,MTD1762,Pleuronectes platessa,european plaice,species,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Pleuronectidae,Pleuronectes,Pleuronectes platessa,carnivore,http://web.ukonline.co.uk/aquarium/pages/plaice.html,alive,juvenile,ectotherm,,,,
14070,38237,MTD1763,Pleuronectes platessa,european plaice,species,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Pleuronectidae,Pleuronectes,Pleuronectes platessa,carnivore,http://web.ukonline.co.uk/aquarium/pages/plaice.html,alive,juvenile,ectotherm,,,,
14072,38239,MTD1764,Pleuronectes platessa,european plaice,species,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Pleuronectidae,Pleuronectes,Pleuronectes platessa,carnivore,http://web.ukonline.co.uk/aquarium/pages/plaice.html,alive,juvenile,ectotherm,,,,
14074,38240,MTD1765,Clupea harengus,atlantic herring,species,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,Clupea harengus,omnivore,http://en.wikipedia.org/wiki/Herring#Diet,alive,juvenile,ectotherm,,,,
14076,38241,MTD1766,Clupea harengus,atlantic herring,species,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,Clupea harengus,omnivore,http://en.wikipedia.org/wiki/Herring#Diet,alive,juvenile,ectotherm,,,,
14078,38242,MTD1767,Clupea harengus,atlantic herring,species,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,Clupea harengus,omnivore,http://en.wikipedia.org/wiki/Herring#Diet,alive,juvenile,ectotherm,,,,
14080,38243,MTD1768,Clupea harengus,atlantic herring,species,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,Clupea harengus,omnivore,http://en.wikipedia.org/wiki/Herring#Diet,alive,juvenile,ectotherm,,,,
14082,38244,MTD1769,Clupea harengus,atlantic herring,species,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,Clupea harengus,omnivore,http://en.wikipedia.org/wiki/Herring#Diet,alive,juvenile,ectotherm,,,,
14084,38245,MTD1770,Clupea harengus,atlantic herring,species,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,Clupea harengus,omnivore,http://en.wikipedia.org/wiki/Herring#Diet,alive,juvenile,ectotherm,,,,
14086,38246,MTD1771,Clupea harengus,atlantic herring,species,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,Clupea harengus,omnivore,http://en.wikipedia.org/wiki/Herring#Diet,alive,juvenile,ectotherm,,,,
14088,38247,MTD1772,Clupea harengus,atlantic herring,species,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,Clupea harengus,omnivore,http://en.wikipedia.org/wiki/Herring#Diet,alive,juvenile,ectotherm,,,,
14090,38248,MTD1773,Clupea harengus,atlantic herring,species,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,Clupea harengus,omnivore,http://en.wikipedia.org/wiki/Herring#Diet,alive,juvenile,ectotherm,,,,
14092,38249,MTD1774,Pleuronectes platessa,european plaice,species,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Pleuronectidae,Pleuronectes,Pleuronectes platessa,carnivore,http://web.ukonline.co.uk/aquarium/pages/plaice.html,alive,juvenile,ectotherm,,,,
14094,38250,MTD1775,Pleuronectes platessa,european plaice,species,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Pleuronectidae,Pleuronectes,Pleuronectes platessa,carnivore,http://web.ukonline.co.uk/aquarium/pages/plaice.html,alive,juvenile,ectotherm,,,,
14096,38251,MTD1776,Pleuronectes platessa,european plaice,species,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Pleuronectidae,Pleuronectes,Pleuronectes platessa,carnivore,http://web.ukonline.co.uk/aquarium/pages/plaice.html,alive,juvenile,ectotherm,,,,
14098,38252,MTD1777,Pleuronectes platessa,european plaice,species,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Pleuronectidae,Pleuronectes,Pleuronectes platessa,carnivore,http://web.ukonline.co.uk/aquarium/pages/plaice.html,alive,juvenile,ectotherm,,,,
14100,38254,MTD1778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
14107,38256,MTD1779,Lygus lineolaris,tarnished plant bug,species,Animalia,Arthropoda,Insecta,Hemiptera,Miridae,Lygus,Lygus lineolaris,herbivore,http://en.wikipedia.org/wiki/Lygus,alive,nymph,ectotherm,,,,
14110,38257,MTD1780,Lygus lineolaris,tarnished plant bug,species,Animalia,Arthropoda,Insecta,Hemiptera,Miridae,Lygus,Lygus lineolaris,herbivore,http://en.wikipedia.org/wiki/Lygus,alive,nymph,ectotherm,,,,
14113,38258,MTD1781,Heliothis virescens,tobacco budworm,species,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Heliothis,Heliothis virescens,herbivore,NA,alive,larvae,ectotherm,,,,
14116,38259,MTD1782,Heliothis virescens,tobacco budworm,species,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Heliothis,Heliothis virescens,herbivore,NA,alive,larvae,ectotherm,,,,
14119,38262,MTD1783,Heliothis virescens,tobacco budworm,species,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Heliothis,Heliothis virescens,herbivore,NA,alive,larvae,ectotherm,,,,
14122,38263,MTD1784,Heliothis virescens,tobacco budworm,species,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Heliothis,Heliothis virescens,herbivore,NA,alive,larvae,ectotherm,,,,
14125,38264,MTD1785,Lygus lineolaris,tarnished plant bug,species,Animalia,Arthropoda,Insecta,Hemiptera,Miridae,Lygus,Lygus lineolaris,herbivore,http://en.wikipedia.org/wiki/Lygus,alive,nymph,ectotherm,,,,
14128,38265,MTD1786,Lygus lineolaris,tarnished plant bug,species,Animalia,Arthropoda,Insecta,Hemiptera,Miridae,Lygus,Lygus lineolaris,herbivore,http://en.wikipedia.org/wiki/Lygus,alive,nymph,ectotherm,,,,
14131,38266,MTD1787,artificial diet,artificial diet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,artificial,NA,NA,,,,
14133,38267,MTD1788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
14137,38285,MTD1789,Pandalus montagui,dead shrimp,species,Animalia,Arthropoda,Malacostraca,Decapoda,Pandalidae,Pandalus,Pandalus montagui,NA,NA,dead,adult (dead),ectotherm,,,,
14142,38286,MTD1790,Diaptomus tyrelli,calanoid copepod,species,Animalia,Arthropoda,Copepoda,Calanoida,Diaptomidae,Diaptomus,Diaptomus tyrelli,omnivore,Kleppel 1993a,alive,adult,ectotherm,,,,
14145,38287,MTD1791,Diaptomus tyrelli,calanoid copepod,species,Animalia,Arthropoda,Copepoda,Calanoida,Diaptomidae,Diaptomus,Diaptomus tyrelli,omnivore,Kleppel 1993a,alive,adult,ectotherm,,,,
14148,38288,MTD1792,Diaptomus tyrelli,calanoid copepod,species,Animalia,Arthropoda,Copepoda,Calanoida,Diaptomidae,Diaptomus,Diaptomus tyrelli,omnivore,Kleppel 1993a,alive,adult,ectotherm,,,,
14151,38289,MTD1793,Diaptomus tyrelli,calanoid copepod,species,Animalia,Arthropoda,Copepoda,Calanoida,Diaptomidae,Diaptomus,Diaptomus tyrelli,omnivore,Kleppel 1993a,alive,adult,ectotherm,,,,
14153,38290,MTD1794,Diaptomus tyrelli,calanoid copepod,species,Animalia,Arthropoda,Copepoda,Calanoida,Diaptomidae,Diaptomus,Diaptomus tyrelli,omnivore,Kleppel 1993a,alive,adult,ectotherm,,,,
14156,38291,MTD1795,Diaptomus kenai,calanoid copepod,species,Animalia,Arthropoda,Copepoda,Calanoida,Diaptomidae,Diaptomus,Diaptomus kenai,omnivore,Kleppel 1993a,alive,adult,ectotherm,,,,
14160,38292,MTD1796,Diaptomus tyrelli,calanoid copepod,species,Animalia,Arthropoda,Copepoda,Calanoida,Diaptomidae,Diaptomus,Diaptomus tyrelli,omnivore,Kleppel 1993a,alive,adult,ectotherm,,,,
14164,38293,MTD1797,Diaptomus kenai,calanoid copepod,species,Animalia,Arthropoda,Copepoda,Calanoida,Diaptomidae,Diaptomus,Diaptomus kenai,omnivore,Kleppel 1993a,alive,adult,ectotherm,,,,
14168,38294,MTD1798,Diaptomus kenai,calanoid copepod,species,Animalia,Arthropoda,Copepoda,Calanoida,Diaptomidae,Diaptomus,Diaptomus kenai,omnivore,Kleppel 1993a,alive,adult,ectotherm,,,,
14172,38296,MTD1799,Carassius auratus,goldfish,species,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Carassius,Carassius auratus,omnivore,NA,alive,adult,ectotherm,,,,
14174,38297,MTD1800,Carassius auratus,goldfish,species,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Carassius,Carassius auratus,omnivore,NA,alive,adult,ectotherm,,,,
14176,38298,MTD1801,dry pellets,dry pellets,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,artificial,NA,NA,,,,
14195,38299,MTD1802,dry pellets,dry pellets,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,artificial,NA,NA,,,,
14216,38300,MTD1803,dry pellets,dry pellets,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,artificial,NA,NA,,,,
14236,38301,MTD1804,dry pellets,dry pellets,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,artificial,NA,NA,,,,
14252,38302,MTD1805,Tubifex spp.,sludge worm,genus,Animalia,Annelida,Clitellata,Haplotaxida,Naididae,Tubifex,NA,detritivore,NA,alive,adult,ectotherm,,,,
14256,38303,MTD1806,Tubifex spp.,sludge worm,genus,Animalia,Annelida,Clitellata,Haplotaxida,Naididae,Tubifex,NA,detritivore,NA,alive,adult,ectotherm,,,,
14259,38304,MTD1807,Lumbricus sp. A,terrestrial oligochaete worm,genus,Animalia,Annelida,Clitellata,Haplotaxida,Lumbricidae,Lumbricus,NA,detritivore,NA,alive,adult,ectotherm,,,,
14265,38305,MTD1808,Lumbricus sp. A,terrestrial oligochaete worm,genus,Animalia,Annelida,Clitellata,Haplotaxida,Lumbricidae,Lumbricus,NA,detritivore,NA,alive,adult,ectotherm,,,,
14270,38306,MTD1809,Lumbricus sp. A,terrestrial oligochaete worm,genus,Animalia,Annelida,Clitellata,Haplotaxida,Lumbricidae,Lumbricus,NA,detritivore,NA,alive,adult,ectotherm,,,,
14275,38307,MTD1810,Lumbricus sp. A,terrestrial oligochaete worm,genus,Animalia,Annelida,Clitellata,Haplotaxida,Lumbricidae,Lumbricus,NA,detritivore,NA,alive,adult,ectotherm,,,,
14279,38308,MTD1811,Agama savignyi,agamid lizard,species,Animalia,Chordata,Reptilia,Squamata,Agamidae,Agama,Agama savignyi,carnivore,NA,alive,adult,ectotherm,,,,
14286,38309,MTD1812,Agama savignyi,agamid lizard,species,Animalia,Chordata,Reptilia,Squamata,Agamidae,Agama,Agama savignyi,carnivore,NA,alive,adult,ectotherm,,,,
14293,38310,MTD1813,Agama savignyi,agamid lizard,species,Animalia,Chordata,Reptilia,Squamata,Agamidae,Agama,Agama savignyi,carnivore,NA,alive,adult,ectotherm,,,,
14300,38311,MTD1814,Artemia spp.,dead brine shrimp,genus,Animalia,Arthropoda,Branchiopoda,Anostraca,Artemiidae,Artemia,NA,NA,NA,dead,adult (dead),ectotherm,,,,
14304,38314,MTD1815,Rana pipiens,leopard frog,species,Animalia,Chordata,Amphibia,Anura,Ranidae,Rana,Rana pipiens,carnivore,NA,alive,adult,ectotherm,,,,
14308,38315,MTD1816,Rana pipiens,leopard frog,species,Animalia,Chordata,Amphibia,Anura,Ranidae,Rana,Rana pipiens,carnivore,NA,alive,adult,ectotherm,,,,
14312,38316,MTD1817,Simulium spp.,blackfly,genus,Animalia,Arthropoda,Insecta,Diptera,Simullidae,Simulium,NA,omnivore,http://www.jstor.org/stable/1467419?seq=2,alive,larvae,ectotherm,,,,
14319,38317,MTD1818,Simulium spp.,blackfly,genus,Animalia,Arthropoda,Insecta,Diptera,Simullidae,Simulium,NA,omnivore,http://www.jstor.org/stable/1467419?seq=2,alive,larvae,ectotherm,,,,
14327,38318,MTD1819,Simulium spp.,blackfly,genus,Animalia,Arthropoda,Insecta,Diptera,Simullidae,Simulium,NA,omnivore,http://www.jstor.org/stable/1467419?seq=2,alive,larvae,ectotherm,,,,
14335,38319,MTD1820,Hydropsyche spp.,caddisfly,genus,Animalia,Arthropoda,Insecta,Trichoptera,Hydropsychidae,Hydropsyche,NA,omnivore,http://www3.interscience.wiley.com/cgi-bin/fulltext/115806678/PDFSTART,alive,larvae,ectotherm,,,,
14340,38320,MTD1821,Hydropsyche spp.,caddisfly,genus,Animalia,Arthropoda,Insecta,Trichoptera,Hydropsychidae,Hydropsyche,NA,omnivore,http://www3.interscience.wiley.com/cgi-bin/fulltext/115806678/PDFSTART,alive,larvae,ectotherm,,,,
14344,38321,MTD1822,microalgae,microalgae,NA,NA,NA,NA,NA,NA,NA,NA,producer,NA,alive,NA,ectotherm,,,,
14346,38322,MTD1823,microalgae,microalgae,NA,NA,NA,NA,NA,NA,NA,NA,producer,NA,alive,NA,ectotherm,,,,
